utterance_id,episode_id,turn_index,speaker_normalized_name,speaker_character_id,text,emote,action,is_target_agent_speaker,contains_target_agent_mention
utt__train_ep_008725__013,train_ep_008725,13,king,char__king,Butcher! You have served the crown for generations! Do not listen to this one. He does not matter. Dispose of him and bring me my meal. ,applaud,,True,False
utt__train_ep_008735__000,train_ep_008735,0,servant,char__servant,Another long day of work.,sigh,,False,False
utt__train_ep_008735__001,train_ep_008735,1,king,char__king,Aye tis your job servant. Please fetch me some leaves. The porridge from the fast of day break has left me a bit loose.,,,True,False
utt__train_ep_008735__002,train_ep_008735,2,servant,char__servant,"Oh, yes, right away your majesty!",,,False,False
utt__train_ep_008735__003,train_ep_008735,3,king,char__king,Do make haste servant. I fear I have misjudged the edge of this bench. My royal robes are a bit spattered and will need cleaned as well.,,,True,False
utt__train_ep_008735__004,train_ep_008735,4,servant,char__servant,"Goodness your highness, but right away.",,,False,False
utt__train_ep_008735__005,train_ep_008735,5,king,char__king,That's a good servant. You have been trained well. When you are done please help me to clean. Speak to no one of this Royal Flush.,,,True,False
utt__train_ep_008735__006,train_ep_008735,6,servant,char__servant,Yes... yes sir.,,,False,False
utt__train_ep_008735__007,train_ep_008735,7,king,char__king,Where are you from servant? Have you always been a porcelain personal assistant or did you make one of my staff mad?,,,True,False
utt__train_ep_008735__008,train_ep_008735,8,servant,char__servant,"I need to make ends meet, sir. I just do what I'm told.",,,False,False
utt__train_ep_008735__009,train_ep_008735,9,king,char__king,Are you being paid well for such a dirty job? Your work is much appreciated of course. ,,,True,False
utt__train_ep_008735__010,train_ep_008735,10,servant,char__servant,Not quite... only about 5 gold per day.,,,False,False
utt__train_ep_008735__011,train_ep_008735,11,king,char__king,Aye 5 gold. That is no beggars wage though is it. How would you like to earn 8 gold a day?,,,True,False
utt__train_ep_008735__012,train_ep_008735,12,servant,char__servant,"I'd be quite thrilled to earn that much, sir.",,,False,False
utt__train_ep_008735__013,train_ep_008735,13,king,char__king,I have a job in mind for you. How would you like to leave this throne room and be an attendant in my actual throne room? I need someone to stand behind me and hold my crown. Can you do that?,,give crown to servant,True,False
utt__train_ep_008741__000,train_ep_008741,0,villager,char__villager,"What are you doing all the way out here, your majesty?",,,False,False
utt__train_ep_008741__001,train_ep_008741,1,king,char__king,"Hello villager. I enjoy spending time in the countryside, listening to the stories of adventures. It is a pleasure to watch common folk go about their days.",,,True,False
utt__train_ep_008741__002,train_ep_008741,2,villager,char__villager,"It must make you humble to see all this, sir.",,,False,False
utt__train_ep_008741__003,train_ep_008741,3,king,char__king,"Hmm, yes, perhaps. It is good to step away from the luxury of the castle. I see someone is offering lodge for travelers. Might you know where I can find some humble lodging?",,,True,False
utt__train_ep_008741__004,train_ep_008741,4,villager,char__villager,Hmm maybe a bit north of here further in the countryside! ,,,False,False
utt__train_ep_008741__005,train_ep_008741,5,king,char__king,"Thank you. I see. You will be rewarded for your hospitality, good sir. What is it that you do in the village?",,,True,False
utt__train_ep_008741__006,train_ep_008741,6,villager,char__villager,"Just harvesting crops out here, sir. Why do you ask?",,,False,False
utt__train_ep_008741__007,train_ep_008741,7,king,char__king,I like to know what my subjects are up to. I see some villagers are teaching children to wield swords over there. I thought you might be in the weapons trade.,nod,,True,False
utt__train_ep_008741__008,train_ep_008741,8,villager,char__villager,"Eh, maybe I am, but only as a side gig.",,,False,False
utt__train_ep_008741__009,train_ep_008741,9,king,char__king,"It's important work, villager! Don't take it lightly. These children will grown up to protect my vast empire once I am old and gray.",,give scepter to villager,True,False
utt__train_ep_008741__010,train_ep_008741,10,villager,char__villager,"I am honored, sir, that you are so grateful for grunt workers like us!",,,False,False
utt__train_ep_008741__011,train_ep_008741,11,king,char__king,"I rose from peasantry just like you villager!  My mentor was a great knight, like those men huddled about telling stories. I do not forget my humble beginnings.",,hug villager,True,False
utt__train_ep_008741__012,train_ep_008741,12,villager,char__villager,"As you shouldn't, your majesty! You are such a great man because of it!",,,False,False
utt__train_ep_008741__013,train_ep_008741,13,king,char__king,"Thank you, villager. It means a great deal for you to say that to me. If there is anything I can help you with, let me know or write the kingdom in a few days time.",,wear crown,True,False
utt__train_ep_008787__000,train_ep_008787,0,king,char__king,What news do you have today knight.,,,True,False
utt__train_ep_008787__001,train_ep_008787,1,knight,char__knight,"No good news unfortunatly, I gave the other kingdom your message and the King basically spat in my face and said to give you the message.",,,False,True
utt__train_ep_008787__002,train_ep_008787,2,king,char__king,I see well that is rough.,,,True,False
utt__train_ep_008787__003,train_ep_008787,3,knight,char__knight,What are we going to do sire?,,,False,False
utt__train_ep_008787__004,train_ep_008787,4,king,char__king,I will discuss with my general.,,,True,False
utt__train_ep_008787__005,train_ep_008787,5,knight,char__knight,Have you ever had a King act that way before?,,,False,True
utt__train_ep_008787__006,train_ep_008787,6,king,char__king,I have see it before but I would hope it would be different this time.,,,True,False
utt__train_ep_008787__007,train_ep_008787,7,knight,char__knight,"Everything was going so well, you even married off your daughter to his son.",,,False,False
utt__train_ep_008787__008,train_ep_008787,8,king,char__king,"Indeed, but it will be soon that it will be fine.",,,True,False
utt__train_ep_008787__009,train_ep_008787,9,knight,char__knight,I trust you my King,,,False,True
utt__train_ep_008787__010,train_ep_008787,10,king,char__king,Thank you I am happy to see some on my side.,,,True,False
utt__train_ep_008787__011,train_ep_008787,11,knight,char__knight,I will fight to the death with you sir,,,False,False
utt__train_ep_008787__012,train_ep_008787,12,king,char__king,Thank you I trust you more than most.,,,True,False
utt__train_ep_008787__013,train_ep_008787,13,knight,char__knight,We did grow up together sire,,,False,False
utt__train_ep_008803__000,train_ep_008803,0,servant,char__servant,"Is there anything I can do for you, sir?",,,False,False
utt__train_ep_008803__001,train_ep_008803,1,king,char__king,"Hmm nothing I can quite think of yet, thank you for asking though.",,,True,False
utt__train_ep_008803__002,train_ep_008803,2,servant,char__servant,Always. Just let me know if anything comes up.,,,False,False
utt__train_ep_008803__003,train_ep_008803,3,king,char__king,We're you not finished with your duties already?,,,True,False
utt__train_ep_008803__004,train_ep_008803,4,servant,char__servant,"I'm never finished with my duties, sir.",,,False,False
utt__train_ep_008803__005,train_ep_008803,5,king,char__king,"That's a good attitude, servant!",,,True,False
utt__train_ep_008803__006,train_ep_008803,6,servant,char__servant,"Yes sir. I'm always trying to impress you. That's my job. How has the royal family been, sir?",,,False,False
utt__train_ep_008803__007,train_ep_008803,7,king,char__king,"Well you are doing a fine job, and things have been stressful but quite alright overall.",,,True,False
utt__train_ep_008803__008,train_ep_008803,8,servant,char__servant,Has the Queen gotten over her minor illness?,,,False,False
utt__train_ep_008803__009,train_ep_008803,9,king,char__king,"Oh yes, thankfully she has recovered most of the way already!",,,True,False
utt__train_ep_008803__010,train_ep_008803,10,servant,char__servant,That's great to hear. I was quite worried.,,,False,False
utt__train_ep_008803__011,train_ep_008803,11,king,char__king,"As was I, I thought she might not make it at one point.",,,True,False
utt__train_ep_008803__012,train_ep_008803,12,servant,char__servant,I always had hope she would pull through. She's a strong woman.,,,False,False
utt__train_ep_008803__013,train_ep_008803,13,king,char__king,"Indeed, that is what I love so much about her.",,,True,False
utt__train_ep_008820__000,train_ep_008820,0,maid,char__maid,"Hello my Lord, is there something you would like me to bring you?",,,False,False
utt__train_ep_008820__001,train_ep_008820,1,king,char__king,"Just checking on how the food is coming along, maid.",,,True,False
utt__train_ep_008820__002,train_ep_008820,2,maid,char__maid,"Oh of course, Sorry about the smell, the food will taste much better than the smell. The chef is making a very hearty and rich stew",,,False,False
utt__train_ep_008820__003,train_ep_008820,3,king,char__king,"Ah, I thought that might be! What is it made from?",,,True,False
utt__train_ep_008820__004,train_ep_008820,4,maid,char__maid,Venison stew today,,,False,False
utt__train_ep_008820__005,train_ep_008820,5,king,char__king,"Quite gamy, no? Anything to balance that out?",,,True,False
utt__train_ep_008820__006,train_ep_008820,6,maid,char__maid,"Not the way the chef prepares it, It will be with a fancy salad and fresh rolls with butter. ",,,False,False
utt__train_ep_008820__007,train_ep_008820,7,king,char__king,"Well no matter, that all sounds more than adequate! ",,,True,False
utt__train_ep_008820__008,train_ep_008820,8,maid,char__maid,You will be much pleased my Lord.,,,False,False
utt__train_ep_008820__009,train_ep_008820,9,king,char__king,"I better be, maid! I have waited long for this meal.",,,True,False
utt__train_ep_008820__010,train_ep_008820,10,maid,char__maid,"I understand sir, I don't know what the delay was, but I do know the food is scrumptous.",,,False,False
utt__train_ep_008820__011,train_ep_008820,11,king,char__king,Shall I go in and taste it for myself? Or is it not ready for that?,,,True,False
utt__train_ep_008820__012,train_ep_008820,12,maid,char__maid,"Well it tasts wonderful right now, I think the chef is working on the fresh bread.",,,False,False
utt__train_ep_008820__013,train_ep_008820,13,king,char__king,"I'll go have a taste myself, just so I can know if I am to be happy or disappointed.",,,True,False
utt__train_ep_008822__000,train_ep_008822,0,spider,char__spider,Hello what are you doing in my tunnel.,,,False,False
utt__train_ep_008822__001,train_ep_008822,1,king,char__king,"Your tunnel? I dug this tunnel myself, you have no right to it!",,,True,False
utt__train_ep_008822__002,train_ep_008822,2,spider,char__spider,I live here I catch my food over there. I am here all day and night. You are never here this is my tunnel.,,,False,False
utt__train_ep_008822__003,train_ep_008822,3,king,char__king,"Just because you make use of it without my say doesn't give you ownership, damned arachnid! ",,,True,False
utt__train_ep_008822__004,train_ep_008822,4,spider,char__spider,Well whatever you say. Is there something i can help you with.,,,False,False
utt__train_ep_008822__005,train_ep_008822,5,king,char__king,Well you can cut that out and leave here before I force you out!,,,True,False
utt__train_ep_008822__006,train_ep_008822,6,spider,char__spider,So you will live down here just to make sure I dont come back. Ha that is funny. ,,,False,False
utt__train_ep_008822__007,train_ep_008822,7,king,char__king,"I shall not live here, I shall just make you leave once and for all! ",,,True,False
utt__train_ep_008822__008,train_ep_008822,8,spider,char__spider,I know of all the nooks and crannies of this place. I could live here the rest of my day without you even knowing I was here.,,,False,False
utt__train_ep_008822__009,train_ep_008822,9,king,char__king,"Not if I force you out first, same with that damn thief that is with you!",,hit spider,True,False
utt__train_ep_008822__010,train_ep_008822,10,spider,char__spider,"King, please there is no need to be violent. I just want to live in peace. Where are me and my children supposed to go.",,,False,True
utt__train_ep_008822__011,train_ep_008822,11,king,char__king,"If you are to live in here, you are to know I still own it and that you should be grateful!",,,True,False
utt__train_ep_008822__012,train_ep_008822,12,spider,char__spider,I am grateful your highness. lease dont attack me again. Is there anything I can do for you for your good charity.,,,False,False
utt__train_ep_008822__013,train_ep_008822,13,king,char__king,Get this thief out of here with my assistance and I shall consider us even?,,hit thief,True,False
utt__train_ep_008827__000,train_ep_008827,0,queen,char__queen,Why are you in the attic my Lord>,,,False,False
utt__train_ep_008827__001,train_ep_008827,1,king,char__king,I came here to see if I could find something.,,,True,False
utt__train_ep_008827__002,train_ep_008827,2,queen,char__queen,"I could help you, what are you looking for. I can go find my chaimbermaid",,,False,False
utt__train_ep_008827__003,train_ep_008827,3,king,char__king,I was looking for for the candle maker my Mother gave to me,,,True,False
utt__train_ep_008827__004,train_ep_008827,4,queen,char__queen,I think I saw it in a trunk,,,False,False
utt__train_ep_008827__005,train_ep_008827,5,king,char__king,A trunk? Let me find it,,,True,False
utt__train_ep_008827__006,train_ep_008827,6,queen,char__queen,It's either in the gold trunk or the black one with your family seal.,,,False,False
utt__train_ep_008827__007,train_ep_008827,7,king,char__king,Let me check the gold one first... no dice. Let me check the black one now... ,,,True,False
utt__train_ep_008827__008,train_ep_008827,8,queen,char__queen,Oh my King....,,remove dress,False,True
utt__train_ep_008827__009,train_ep_008827,9,king,char__king,"It's in here! Wa'la! Thanks for the advice to check this, Dear",,,True,False
utt__train_ep_008827__010,train_ep_008827,10,queen,char__queen,I'm so glad you found it,,hug king,False,False
utt__train_ep_008827__011,train_ep_008827,11,king,char__king,You're always so attentive. ,,hug queen,True,False
utt__train_ep_008827__012,train_ep_008827,12,queen,char__queen,So are you making a candle?,,,False,False
utt__train_ep_008827__013,train_ep_008827,13,king,char__king,I am actually. It was suppose to be a secret gift for you,,,True,False
utt__train_ep_008828__000,train_ep_008828,0,queen,char__queen,I have such a headahce,,,False,False
utt__train_ep_008828__001,train_ep_008828,1,king,char__king,From what babe?,,,True,False
utt__train_ep_008828__002,train_ep_008828,2,queen,char__queen,"All the chattering, do they ever stop?",,,False,False
utt__train_ep_008828__003,train_ep_008828,3,king,char__king,I understand. And unfortunately... it doesn't seem like they do. ,,,True,False
utt__train_ep_008828__004,train_ep_008828,4,queen,char__queen,"I love these chairs, you know I need a new cushion for my throne chair",,,False,False
utt__train_ep_008828__005,train_ep_008828,5,king,char__king,"I'll make sure to tell a servant you want one, dear. A nice new cushion for m'lady",,,True,False
utt__train_ep_008828__006,train_ep_008828,6,queen,char__queen,"What is that smell, who is that. It smells so bad, I hate being around the commoners.",,,False,False
utt__train_ep_008828__007,train_ep_008828,7,king,char__king,They don't bathe it seems like. It's downright disgusting.,,,True,False
utt__train_ep_008828__008,train_ep_008828,8,queen,char__queen,"I love sitting here with you, I think you are the only one I can stand in this kingdom",,,False,False
utt__train_ep_008828__009,train_ep_008828,9,king,char__king,"I feel the same way. I've always been in love with you, dear. We've always had a nice connection.",,,True,False
utt__train_ep_008828__010,train_ep_008828,10,queen,char__queen,"I know, it was touch and go at the arranged marrage, but you have been a wonderful man and a wonderful king.",,,False,True
utt__train_ep_008828__011,train_ep_008828,11,king,char__king,And you've been a wonderful Queen. Beautiful too ,,hug queen,True,False
utt__train_ep_008828__012,train_ep_008828,12,queen,char__queen,The only man that can make me blush,blush,,False,False
utt__train_ep_008828__013,train_ep_008828,13,king,char__king,I hope your headache goes away. I can go get you some water.,,,True,False
utt__train_ep_008845__000,train_ep_008845,0,servant,char__servant,"Hello your majesty, what are you doing?",,,False,False
utt__train_ep_008845__001,train_ep_008845,1,king,char__king,I am enjoying the Garden today. A rare day off for me,,,True,False
utt__train_ep_008845__002,train_ep_008845,2,servant,char__servant,What can I do to help you today?,,,False,False
utt__train_ep_008845__003,train_ep_008845,3,king,char__king,Would you fetch me a bucket of water?,,,True,False
utt__train_ep_008845__004,train_ep_008845,4,servant,char__servant,Here you go sir king!,,give small bucket to king,False,True
utt__train_ep_008845__005,train_ep_008845,5,king,char__king,"Thank you, Do you enjoy the gardens?",,,True,False
utt__train_ep_008845__006,train_ep_008845,6,servant,char__servant,"Yes, it makes me feel like a flower even though I aren't",,wear rag,False,False
utt__train_ep_008845__007,train_ep_008845,7,king,char__king,It is an echanted garden you know. The flowers talk to you,,,True,False
utt__train_ep_008845__008,train_ep_008845,8,servant,char__servant,"Really, how can it be so? Will they talk to me king?",,,False,True
utt__train_ep_008845__009,train_ep_008845,9,king,char__king,"Yes you just have to listen to them carfully, you can hear them sing.",,,True,False
utt__train_ep_008845__010,train_ep_008845,10,servant,char__servant,Oh I think I hear them now sir!,laugh,,False,False
utt__train_ep_008845__011,train_ep_008845,11,king,char__king,The lilies are my favorite,,,True,False
utt__train_ep_008845__012,train_ep_008845,12,servant,char__servant,I just heard one! Did you hear it call your name sir king?,,,False,True
utt__train_ep_008845__013,train_ep_008845,13,king,char__king,"Yes, I grew them all so they worship me",,,True,False
utt__train_ep_009029__000,train_ep_009029,0,queen,char__queen,"Hello my love, what a beautiful day out here in the garden.",wave,,False,False
utt__train_ep_009029__001,train_ep_009029,1,king,char__king,Though it does pale in comparison to you.,,,True,False
utt__train_ep_009029__002,train_ep_009029,2,queen,char__queen,You are too kind. would you care to help me pick some flowers for our chambers.,,,False,False
utt__train_ep_009029__003,train_ep_009029,3,king,char__king,"Certainly, what preference do you have towards them?",,,True,False
utt__train_ep_009029__004,train_ep_009029,4,queen,char__queen,Pink roses and white lilies would look lovely.,,,False,False
utt__train_ep_009029__005,train_ep_009029,5,king,char__king,As you wish my queen I will search for some.,,,True,False
utt__train_ep_009029__006,train_ep_009029,6,queen,char__queen,You are the best thing that has ever happened to me.,,hug king,False,False
utt__train_ep_009029__007,train_ep_009029,7,king,char__king,I am flattered that you would think so.,,,True,False
utt__train_ep_009029__008,train_ep_009029,8,queen,char__queen,I shall also make myself a beautiful flower crown to wear to the dinner tonight.,,,False,False
utt__train_ep_009029__009,train_ep_009029,9,king,char__king,You have always liked the simpler things.,,,True,False
utt__train_ep_009029__010,train_ep_009029,10,queen,char__queen,"Wealth can swallow you whole, we must always stay true to ourselves",,,False,False
utt__train_ep_009029__011,train_ep_009029,11,king,char__king,"Those are very wise words, it is easy to fall prey to our material desires.",,,True,False
utt__train_ep_009029__012,train_ep_009029,12,queen,char__queen,I hope our sons take after us in that sense.,,,False,False
utt__train_ep_009029__013,train_ep_009029,13,king,char__king,"One could only hope, sometimes boys can be troublesome to raise right.",,,True,False
utt__train_ep_009037__000,train_ep_009037,0,queen,char__queen,"Oh how beautiful our castle is, dear!",,,False,False
utt__train_ep_009037__001,train_ep_009037,1,king,char__king,Do you think so? I cannot help but notice the stones are askew. ,,,True,False
utt__train_ep_009037__002,train_ep_009037,2,queen,char__queen,I see that with moss growing on them... We need to get these cleaned.,,,False,False
utt__train_ep_009037__003,train_ep_009037,3,king,char__king,I shall dispatch some servants posthaste!,,,True,False
utt__train_ep_009037__004,train_ep_009037,4,queen,char__queen,Indeed! We could tidy this area up since we are expecting guests from the neighboring kingdom. ,,,False,False
utt__train_ep_009037__005,train_ep_009037,5,king,char__king,Have you planned the banquet for them yet?,,,True,False
utt__train_ep_009037__006,train_ep_009037,6,queen,char__queen,I have maids and servants getting everything together now. I will add this to the list. ,,,False,False
utt__train_ep_009037__007,train_ep_009037,7,king,char__king,"Excellent! What, pray tell, is on the menu?",,,True,False
utt__train_ep_009037__008,train_ep_009037,8,queen,char__queen,Peasant with rice and gravy. What do you think?,,,False,False
utt__train_ep_009037__009,train_ep_009037,9,king,char__king,"Pardon me...did you say ""peasant?"" Shall we cook the commoners?",,,True,False
utt__train_ep_009037__010,train_ep_009037,10,queen,char__queen,I did. I did indeed. Let it be what I say then. ,,,False,False
utt__train_ep_009037__011,train_ep_009037,11,king,char__king,I see. It is an intriguing proposition.,,,True,False
utt__train_ep_009037__012,train_ep_009037,12,queen,char__queen,"I am only kidding with you, dear. We are having the finest duck from across the bay with a side of green beans, mashed potatoes, carrots, and peas. ",,,False,False
utt__train_ep_009037__013,train_ep_009037,13,king,char__king,Excellent! I knew to trust you with such details!,,,True,False
utt__train_ep_009229__000,train_ep_009229,0,king,char__king,I am glad you are with me Brother - soon I shall conquer a Kingdom for you to rule for your very own.,,,True,False
utt__train_ep_009229__001,train_ep_009229,1,brother,char__brother,"Yes, we  shall conquer all that eye sees ",,,False,False
utt__train_ep_009229__002,train_ep_009229,2,king,char__king,"Shall it be the Kingdom of the Elves, or that of the Dwarves?",,,True,False
utt__train_ep_009229__003,train_ep_009229,3,brother,char__brother,The dwarves they have all the gold,,,False,False
utt__train_ep_009229__004,train_ep_009229,4,king,char__king,Right!  So what tactics should we use?,,,True,False
utt__train_ep_009229__005,train_ep_009229,5,brother,char__brother,Well I think we  can use our vast navy to blockade any food from reaching them,,,False,False
utt__train_ep_009229__006,train_ep_009229,6,king,char__king,Good plan brother!  Their mountain fortresses will bow before the might of our navy.,,,True,False
utt__train_ep_009229__007,train_ep_009229,7,brother,char__brother,yes they will,,,False,False
utt__train_ep_009229__008,train_ep_009229,8,king,char__king,Anything else?,,,True,False
utt__train_ep_009229__009,train_ep_009229,9,brother,char__brother,well we do need to send some harrasement troups to keep moral low,,,False,False
utt__train_ep_009229__010,train_ep_009229,10,king,char__king,The slave caste perhaps?  They are usually hungry for blood.,,,True,False
utt__train_ep_009229__011,train_ep_009229,11,brother,char__brother,yes this would be wise,,,False,False
utt__train_ep_009229__012,train_ep_009229,12,king,char__king,SHould you lead them?,,,True,False
utt__train_ep_009229__013,train_ep_009229,13,brother,char__brother,it is up to my brother but I would love the chance to prove my self,,,False,False
utt__train_ep_009254__000,train_ep_009254,0,maid,char__maid,Something you need my king?,,,False,True
utt__train_ep_009254__001,train_ep_009254,1,king,char__king,"Yes, I am afraid I seem to have blocked both toilets.",,,True,False
utt__train_ep_009254__002,train_ep_009254,2,maid,char__maid,Your stools are quite large my king.,,,False,True
utt__train_ep_009254__003,train_ep_009254,3,king,char__king,"Indeed!  I must apologize though, it smells very much of low tide in there at the moment.",,,True,False
utt__train_ep_009254__004,train_ep_009254,4,maid,char__maid,Have you considered that you may need more fiber?,,,False,False
utt__train_ep_009254__005,train_ep_009254,5,king,char__king,"Yes, but I am the King!  I have commanded my bowels to obey, but they are most rebellious it seems.",,,True,True
utt__train_ep_009254__006,train_ep_009254,6,maid,char__maid,"I know, just look at them it is sticking straight out of the seat.",,,False,False
utt__train_ep_009254__007,train_ep_009254,7,king,char__king,"Perhaps I should summon the royal sculptor to commemorate this moment?  I must admit, I am rather proud of my creation.",,,True,False
utt__train_ep_009254__008,train_ep_009254,8,maid,char__maid,"It may just be called for sire, tis quite a load.",,,False,False
utt__train_ep_009254__009,train_ep_009254,9,king,char__king,Indeed!  How would you say that your best compares?,,,True,False
utt__train_ep_009254__010,train_ep_009254,10,maid,char__maid,"Well I am very petite, it pales in comparison.",,,False,False
utt__train_ep_009254__011,train_ep_009254,11,king,char__king,"That is a shame, I was thinking of perhaps starting a Kingdom-wide competition?",,,True,False
utt__train_ep_009254__012,train_ep_009254,12,maid,char__maid,I wonder if any man could best you?,,,False,False
utt__train_ep_009254__013,train_ep_009254,13,king,char__king,"I had the same thought myself - though I wish it to be a very modern competition, women may enter as well if they so choose.",,,True,False
utt__train_ep_009258__000,train_ep_009258,0,priests,char__priests,Good morning my king.,,,False,True
utt__train_ep_009258__001,train_ep_009258,1,king,char__king,Hello priest. I really enjoy our talks out here in the church garden.,,,True,False
utt__train_ep_009258__002,train_ep_009258,2,priests,char__priests,"As do I my king, I trust all is well.",,,False,True
utt__train_ep_009258__003,train_ep_009258,3,king,char__king,"Yes, of course. I think that your gardens are even more beautiful than mine. What is your secret?",,,True,False
utt__train_ep_009258__004,train_ep_009258,4,priests,char__priests,It is all in the manure.,,,False,False
utt__train_ep_009258__005,train_ep_009258,5,king,char__king,"Haha! Then what are you feeding those horses, pray tell?",laugh,,True,False
utt__train_ep_009258__006,train_ep_009258,6,priests,char__priests,"To be honest with you we have them trim the grass near the cemetery, I know it sounds odd but it works.",,,False,False
utt__train_ep_009258__007,train_ep_009258,7,king,char__king,MOther nature works in mysterious ways that I will never understand. ,,,True,False
utt__train_ep_009258__008,train_ep_009258,8,priests,char__priests,That it certainly does sire.,,,False,False
utt__train_ep_009258__009,train_ep_009258,9,king,char__king,Forgive me if I take off my crown and get comfortable. It is not often that I get to relax among friends.,,drop crown,True,False
utt__train_ep_009258__010,train_ep_009258,10,priests,char__priests,I can only imagine that it must be tiring on the neck.,,,False,False
utt__train_ep_009258__011,train_ep_009258,11,king,char__king,"Well, you should know. I've seen the funny hat that they make you wear around town. Try on the crown if you like, let's see how it looks. ",,,True,False
utt__train_ep_009258__012,train_ep_009258,12,priests,char__priests,"Ah I do despise wearing that thing.,..",,,False,False
utt__train_ep_009258__013,train_ep_009258,13,king,char__king,"Well, I'm sure the Queen and my minions are looking everywhere for me. I look forward to seeing you at service this Sunday. ",,,True,False
utt__train_ep_009264__000,train_ep_009264,0,dogs,char__dogs,-runs around in a circle-,,,False,False
utt__train_ep_009264__001,train_ep_009264,1,king,char__king,*Chases dog in a circle* Who;s a good boy?  You're a good boy!,,,True,False
utt__train_ep_009264__002,train_ep_009264,2,dogs,char__dogs,How did you know?,,,False,False
utt__train_ep_009264__003,train_ep_009264,3,king,char__king,"Because you are the Prince of Canines!  Hear, I made this crown for you - it's a miniature version of mine!",,give crown to dogs,True,False
utt__train_ep_009264__004,train_ep_009264,4,dogs,char__dogs,Well thank you kindly! I have always wanted one.,,,False,False
utt__train_ep_009264__005,train_ep_009264,5,king,char__king,And this scepter!  Now you're like a doggo mini-me!  So cute!,,give scepter to dogs,True,False
utt__train_ep_009264__006,train_ep_009264,6,dogs,char__dogs,Gee and here five minutes ago I was but a simple dog.,,,False,False
utt__train_ep_009264__007,train_ep_009264,7,king,char__king,And now you are the Prince of Dogs!  I am going to get the royal painter to make a portrait of you.,,,True,False
utt__train_ep_009264__008,train_ep_009264,8,dogs,char__dogs,Do I always get dog servants?,,,False,False
utt__train_ep_009264__009,train_ep_009264,9,king,char__king,What a fabulous idea!  How many dog servants would you like?,,,True,False
utt__train_ep_009264__010,train_ep_009264,10,dogs,char__dogs,I believe two would suit my needs.,,,False,False
utt__train_ep_009264__011,train_ep_009264,11,king,char__king,Then two you shall have!  Any breed in particular?,,,True,False
utt__train_ep_009264__012,train_ep_009264,12,dogs,char__dogs,"Something elegant I think, like a bichon frise?",,,False,False
utt__train_ep_009264__013,train_ep_009264,13,king,char__king,Wonderful!  Would you like some human servants as well?,,,True,False
utt__train_ep_009265__000,train_ep_009265,0,enemy,char__enemy,King!,,,False,True
utt__train_ep_009265__001,train_ep_009265,1,king,char__king,"Another weak enemy, hah! ",laugh,,True,False
utt__train_ep_009265__002,train_ep_009265,2,enemy,char__enemy,It is I your archenemy Krumpus Dumplestumper!,,,False,False
utt__train_ep_009265__003,train_ep_009265,3,king,char__king,Shall we duel? I am not afraid of you.,,,True,False
utt__train_ep_009265__004,train_ep_009265,4,enemy,char__enemy,Yes let us do it!,,,False,False
utt__train_ep_009265__005,train_ep_009265,5,king,char__king,"Take this, you weakling!",,hit enemy,True,False
utt__train_ep_009265__006,train_ep_009265,6,enemy,char__enemy,"Yes, but now I am the king!",,steal crown from king,False,True
utt__train_ep_009265__007,train_ep_009265,7,king,char__king,Hahahah! Do you really think wearing the crown makes you king? Fool! ,laugh,,True,True
utt__train_ep_009265__008,train_ep_009265,8,enemy,char__enemy,"Well of course, it works for you does it not?",,,False,False
utt__train_ep_009265__009,train_ep_009265,9,king,char__king,Give that back!,,hit enemy,True,False
utt__train_ep_009265__010,train_ep_009265,10,enemy,char__enemy,"Hahahah never, you shant defeat me!",,wear crown,False,False
utt__train_ep_009265__011,train_ep_009265,11,king,char__king, will have your head. I will hand it over these doors.,,,True,False
utt__train_ep_009265__012,train_ep_009265,12,enemy,char__enemy,Say what you like but I will marry your daughter!,,,False,False
utt__train_ep_009265__013,train_ep_009265,13,king,char__king,"Hic! sorry I am a little bit tipsy. But you shall know, my daughter won't marry a headless man! ",,hit enemy,True,False
utt__train_ep_009283__000,train_ep_009283,0,king,char__king,Time for some grub.,,,True,False
utt__train_ep_009283__001,train_ep_009283,1,hunter,char__hunter,Food sounds delicious right now. Can't wait to try the Elk I killed earlier,,,False,False
utt__train_ep_009283__002,train_ep_009283,2,king,char__king,"I see, did you bring it here?",,,True,False
utt__train_ep_009283__003,train_ep_009283,3,hunter,char__hunter,I brought it here and gutted it. Your chef was suppose to be cooking it up,,,False,False
utt__train_ep_009283__004,train_ep_009283,4,king,char__king,"Hmm, I just got here so maybe I just did not hear of it.",,,True,False
utt__train_ep_009283__005,train_ep_009283,5,hunter,char__hunter,"You're going to love it, sir. If he cooks it just right... it'll be the best meat you ever tasted.",,,False,False
utt__train_ep_009283__006,train_ep_009283,6,king,char__king,"Maybe they have it in the oven or something, where are the chefs anyway?",,,True,False
utt__train_ep_009283__007,train_ep_009283,7,hunter,char__hunter,I don't know. Hopefully they're not having trouble.,,,False,False
utt__train_ep_009283__008,train_ep_009283,8,king,char__king,I mean I do smell something cooking...,,,True,False
utt__train_ep_009283__009,train_ep_009283,9,hunter,char__hunter,At least that's a positive sign. Hopefully it'll be done soon.,,,False,False
utt__train_ep_009283__010,train_ep_009283,10,king,char__king,Maybe they took a break while waiting on it.,,,True,False
utt__train_ep_009283__011,train_ep_009283,11,hunter,char__hunter,Maybe so. They better hurry up though.,,,False,False
