character_id,utterance_id,episode_id,turn_index
char__fisherman,utt__train_ep_008625__013,train_ep_008625,13
char__horse,utt__train_ep_008626__000,train_ep_008626,0
char__young_maiden,utt__train_ep_008626__001,train_ep_008626,1
char__horse,utt__train_ep_008626__002,train_ep_008626,2
char__young_maiden,utt__train_ep_008626__003,train_ep_008626,3
char__horse,utt__train_ep_008626__004,train_ep_008626,4
char__young_maiden,utt__train_ep_008626__005,train_ep_008626,5
char__horse,utt__train_ep_008626__006,train_ep_008626,6
char__young_maiden,utt__train_ep_008626__007,train_ep_008626,7
char__horse,utt__train_ep_008626__008,train_ep_008626,8
char__young_maiden,utt__train_ep_008626__009,train_ep_008626,9
char__horse,utt__train_ep_008626__010,train_ep_008626,10
char__young_maiden,utt__train_ep_008626__011,train_ep_008626,11
char__horse,utt__train_ep_008626__012,train_ep_008626,12
char__young_maiden,utt__train_ep_008626__013,train_ep_008626,13
char__mice,utt__train_ep_008627__000,train_ep_008627,0
char__knight,utt__train_ep_008627__001,train_ep_008627,1
char__mice,utt__train_ep_008627__002,train_ep_008627,2
char__knight,utt__train_ep_008627__003,train_ep_008627,3
char__mice,utt__train_ep_008627__004,train_ep_008627,4
char__knight,utt__train_ep_008627__005,train_ep_008627,5
char__mice,utt__train_ep_008627__006,train_ep_008627,6
char__knight,utt__train_ep_008627__007,train_ep_008627,7
char__mice,utt__train_ep_008627__008,train_ep_008627,8
char__knight,utt__train_ep_008627__009,train_ep_008627,9
char__mice,utt__train_ep_008627__010,train_ep_008627,10
char__knight,utt__train_ep_008627__011,train_ep_008627,11
char__mice,utt__train_ep_008627__012,train_ep_008627,12
char__knight,utt__train_ep_008627__013,train_ep_008627,13
char__horse,utt__train_ep_008628__000,train_ep_008628,0
char__knight,utt__train_ep_008628__001,train_ep_008628,1
char__horse,utt__train_ep_008628__002,train_ep_008628,2
char__knight,utt__train_ep_008628__003,train_ep_008628,3
char__horse,utt__train_ep_008628__004,train_ep_008628,4
char__knight,utt__train_ep_008628__005,train_ep_008628,5
char__horse,utt__train_ep_008628__006,train_ep_008628,6
char__knight,utt__train_ep_008628__007,train_ep_008628,7
char__horse,utt__train_ep_008628__008,train_ep_008628,8
char__knight,utt__train_ep_008628__009,train_ep_008628,9
char__horse,utt__train_ep_008628__010,train_ep_008628,10
char__knight,utt__train_ep_008628__011,train_ep_008628,11
char__horse,utt__train_ep_008628__012,train_ep_008628,12
char__knight,utt__train_ep_008628__013,train_ep_008628,13
char__ox,utt__train_ep_008629__000,train_ep_008629,0
char__pheasant,utt__train_ep_008629__001,train_ep_008629,1
char__ox,utt__train_ep_008629__002,train_ep_008629,2
char__pheasant,utt__train_ep_008629__003,train_ep_008629,3
char__ox,utt__train_ep_008629__004,train_ep_008629,4
char__pheasant,utt__train_ep_008629__005,train_ep_008629,5
char__ox,utt__train_ep_008629__006,train_ep_008629,6
char__pheasant,utt__train_ep_008629__007,train_ep_008629,7
char__ox,utt__train_ep_008629__008,train_ep_008629,8
char__pheasant,utt__train_ep_008629__009,train_ep_008629,9
char__ox,utt__train_ep_008629__010,train_ep_008629,10
char__pheasant,utt__train_ep_008629__011,train_ep_008629,11
char__ox,utt__train_ep_008629__012,train_ep_008629,12
char__pheasant,utt__train_ep_008629__013,train_ep_008629,13
char__spider,utt__train_ep_008630__000,train_ep_008630,0
char__ghost,utt__train_ep_008630__001,train_ep_008630,1
char__spider,utt__train_ep_008630__002,train_ep_008630,2
char__ghost,utt__train_ep_008630__003,train_ep_008630,3
char__spider,utt__train_ep_008630__004,train_ep_008630,4
char__ghost,utt__train_ep_008630__005,train_ep_008630,5
char__spider,utt__train_ep_008630__006,train_ep_008630,6
char__ghost,utt__train_ep_008630__007,train_ep_008630,7
char__spider,utt__train_ep_008630__008,train_ep_008630,8
char__ghost,utt__train_ep_008630__009,train_ep_008630,9
char__spider,utt__train_ep_008630__010,train_ep_008630,10
char__ghost,utt__train_ep_008630__011,train_ep_008630,11
char__spider,utt__train_ep_008630__012,train_ep_008630,12
char__ghost,utt__train_ep_008630__013,train_ep_008630,13
char__architect,utt__train_ep_008631__000,train_ep_008631,0
char__servant,utt__train_ep_008631__001,train_ep_008631,1
char__architect,utt__train_ep_008631__002,train_ep_008631,2
char__servant,utt__train_ep_008631__003,train_ep_008631,3
char__architect,utt__train_ep_008631__004,train_ep_008631,4
char__servant,utt__train_ep_008631__005,train_ep_008631,5
char__architect,utt__train_ep_008631__006,train_ep_008631,6
char__servant,utt__train_ep_008631__007,train_ep_008631,7
char__architect,utt__train_ep_008631__008,train_ep_008631,8
char__servant,utt__train_ep_008631__009,train_ep_008631,9
char__architect,utt__train_ep_008631__010,train_ep_008631,10
char__servant,utt__train_ep_008631__011,train_ep_008631,11
char__architect,utt__train_ep_008631__012,train_ep_008631,12
char__servant,utt__train_ep_008631__013,train_ep_008631,13
char__ghost,utt__train_ep_008632__000,train_ep_008632,0
char__peasant,utt__train_ep_008632__001,train_ep_008632,1
char__ghost,utt__train_ep_008632__002,train_ep_008632,2
char__peasant,utt__train_ep_008632__003,train_ep_008632,3
char__ghost,utt__train_ep_008632__004,train_ep_008632,4
char__peasant,utt__train_ep_008632__005,train_ep_008632,5
char__ghost,utt__train_ep_008632__006,train_ep_008632,6
char__peasant,utt__train_ep_008632__007,train_ep_008632,7
char__ghost,utt__train_ep_008632__008,train_ep_008632,8
char__member,utt__train_ep_008633__000,train_ep_008633,0
char__parishioner,utt__train_ep_008633__001,train_ep_008633,1
char__member,utt__train_ep_008633__002,train_ep_008633,2
char__parishioner,utt__train_ep_008633__003,train_ep_008633,3
char__member,utt__train_ep_008633__004,train_ep_008633,4
char__parishioner,utt__train_ep_008633__005,train_ep_008633,5
char__member,utt__train_ep_008633__006,train_ep_008633,6
char__parishioner,utt__train_ep_008633__007,train_ep_008633,7
char__member,utt__train_ep_008633__008,train_ep_008633,8
char__parishioner,utt__train_ep_008633__009,train_ep_008633,9
char__member,utt__train_ep_008633__010,train_ep_008633,10
char__parishioner,utt__train_ep_008633__011,train_ep_008633,11
char__member,utt__train_ep_008633__012,train_ep_008633,12
char__parishioner,utt__train_ep_008633__013,train_ep_008633,13
char__archaeologist,utt__train_ep_008634__000,train_ep_008634,0
char__archer,utt__train_ep_008634__001,train_ep_008634,1
char__archaeologist,utt__train_ep_008634__002,train_ep_008634,2
char__archer,utt__train_ep_008634__003,train_ep_008634,3
char__archaeologist,utt__train_ep_008634__004,train_ep_008634,4
char__archer,utt__train_ep_008634__005,train_ep_008634,5
char__archaeologist,utt__train_ep_008634__006,train_ep_008634,6
char__archer,utt__train_ep_008634__007,train_ep_008634,7
char__archaeologist,utt__train_ep_008634__008,train_ep_008634,8
char__archer,utt__train_ep_008634__009,train_ep_008634,9
char__archaeologist,utt__train_ep_008634__010,train_ep_008634,10
char__archer,utt__train_ep_008634__011,train_ep_008634,11
char__archaeologist,utt__train_ep_008634__012,train_ep_008634,12
char__archer,utt__train_ep_008634__013,train_ep_008634,13
char__deer,utt__train_ep_008635__000,train_ep_008635,0
char__animal,utt__train_ep_008635__001,train_ep_008635,1
char__deer,utt__train_ep_008635__002,train_ep_008635,2
char__animal,utt__train_ep_008635__003,train_ep_008635,3
char__deer,utt__train_ep_008635__004,train_ep_008635,4
char__animal,utt__train_ep_008635__005,train_ep_008635,5
char__deer,utt__train_ep_008635__006,train_ep_008635,6
char__animal,utt__train_ep_008635__007,train_ep_008635,7
char__deer,utt__train_ep_008635__008,train_ep_008635,8
char__animal,utt__train_ep_008635__009,train_ep_008635,9
char__deer,utt__train_ep_008635__010,train_ep_008635,10
char__animal,utt__train_ep_008635__011,train_ep_008635,11
char__deer,utt__train_ep_008635__012,train_ep_008635,12
char__animal,utt__train_ep_008635__013,train_ep_008635,13
char__peasant,utt__train_ep_008636__000,train_ep_008636,0
char__knight_in_shining_armor,utt__train_ep_008636__001,train_ep_008636,1
char__peasant,utt__train_ep_008636__002,train_ep_008636,2
char__knight_in_shining_armor,utt__train_ep_008636__003,train_ep_008636,3
char__peasant,utt__train_ep_008636__004,train_ep_008636,4
char__knight_in_shining_armor,utt__train_ep_008636__005,train_ep_008636,5
char__peasant,utt__train_ep_008636__006,train_ep_008636,6
char__knight_in_shining_armor,utt__train_ep_008636__007,train_ep_008636,7
char__peasant,utt__train_ep_008636__008,train_ep_008636,8
char__knight_in_shining_armor,utt__train_ep_008636__009,train_ep_008636,9
char__peasant,utt__train_ep_008636__010,train_ep_008636,10
char__knight_in_shining_armor,utt__train_ep_008636__011,train_ep_008636,11
char__peasant,utt__train_ep_008636__012,train_ep_008636,12
char__knight_in_shining_armor,utt__train_ep_008636__013,train_ep_008636,13
char__chef,utt__train_ep_008637__000,train_ep_008637,0
char__guest,utt__train_ep_008637__001,train_ep_008637,1
char__chef,utt__train_ep_008637__002,train_ep_008637,2
char__guest,utt__train_ep_008637__003,train_ep_008637,3
char__chef,utt__train_ep_008637__004,train_ep_008637,4
char__guest,utt__train_ep_008637__005,train_ep_008637,5
char__chef,utt__train_ep_008637__006,train_ep_008637,6
char__guest,utt__train_ep_008637__007,train_ep_008637,7
char__chef,utt__train_ep_008637__008,train_ep_008637,8
char__guest,utt__train_ep_008637__009,train_ep_008637,9
char__chef,utt__train_ep_008637__010,train_ep_008637,10
char__guest,utt__train_ep_008637__011,train_ep_008637,11
char__chef,utt__train_ep_008637__012,train_ep_008637,12
char__guest,utt__train_ep_008637__013,train_ep_008637,13
char__king,utt__train_ep_008638__000,train_ep_008638,0
char__servant,utt__train_ep_008638__001,train_ep_008638,1
char__king,utt__train_ep_008638__002,train_ep_008638,2
char__servant,utt__train_ep_008638__003,train_ep_008638,3
char__king,utt__train_ep_008638__004,train_ep_008638,4
char__servant,utt__train_ep_008638__005,train_ep_008638,5
char__king,utt__train_ep_008638__006,train_ep_008638,6
char__servant,utt__train_ep_008638__007,train_ep_008638,7
char__king,utt__train_ep_008638__008,train_ep_008638,8
char__servant,utt__train_ep_008638__009,train_ep_008638,9
char__king,utt__train_ep_008638__010,train_ep_008638,10
char__servant,utt__train_ep_008638__011,train_ep_008638,11
char__king,utt__train_ep_008638__012,train_ep_008638,12
char__servant,utt__train_ep_008638__013,train_ep_008638,13
char__king,utt__train_ep_008639__000,train_ep_008639,0
char__cardinal,utt__train_ep_008639__001,train_ep_008639,1
char__king,utt__train_ep_008639__002,train_ep_008639,2
char__cardinal,utt__train_ep_008639__003,train_ep_008639,3
char__king,utt__train_ep_008639__004,train_ep_008639,4
char__chiefs,utt__train_ep_008640__000,train_ep_008640,0
char__blacksmith,utt__train_ep_008640__001,train_ep_008640,1
char__chiefs,utt__train_ep_008640__002,train_ep_008640,2
char__blacksmith,utt__train_ep_008640__003,train_ep_008640,3
char__chiefs,utt__train_ep_008640__004,train_ep_008640,4
char__blacksmith,utt__train_ep_008640__005,train_ep_008640,5
char__chiefs,utt__train_ep_008640__006,train_ep_008640,6
char__blacksmith,utt__train_ep_008640__007,train_ep_008640,7
char__chiefs,utt__train_ep_008640__008,train_ep_008640,8
char__blacksmith,utt__train_ep_008640__009,train_ep_008640,9
char__chiefs,utt__train_ep_008640__010,train_ep_008640,10
char__blacksmith,utt__train_ep_008640__011,train_ep_008640,11
char__chiefs,utt__train_ep_008640__012,train_ep_008640,12
char__blacksmith,utt__train_ep_008640__013,train_ep_008640,13
char__craftsman,utt__train_ep_008641__000,train_ep_008641,0
char__shipwright,utt__train_ep_008641__001,train_ep_008641,1
char__peasant,utt__train_ep_008642__000,train_ep_008642,0
char__member,utt__train_ep_008642__001,train_ep_008642,1
char__peasant,utt__train_ep_008642__002,train_ep_008642,2
char__member,utt__train_ep_008642__003,train_ep_008642,3
char__peasant,utt__train_ep_008642__004,train_ep_008642,4
char__member,utt__train_ep_008642__005,train_ep_008642,5
char__peasant,utt__train_ep_008642__006,train_ep_008642,6
char__member,utt__train_ep_008642__007,train_ep_008642,7
char__peasant,utt__train_ep_008642__008,train_ep_008642,8
char__member,utt__train_ep_008642__009,train_ep_008642,9
char__peasant,utt__train_ep_008642__010,train_ep_008642,10
char__member,utt__train_ep_008642__011,train_ep_008642,11
char__peasant,utt__train_ep_008642__012,train_ep_008642,12
char__member,utt__train_ep_008642__013,train_ep_008642,13
char__dog,utt__train_ep_008643__000,train_ep_008643,0
char__rabbit,utt__train_ep_008643__001,train_ep_008643,1
char__dog,utt__train_ep_008643__002,train_ep_008643,2
char__rabbit,utt__train_ep_008643__003,train_ep_008643,3
char__dog,utt__train_ep_008643__004,train_ep_008643,4
char__rabbit,utt__train_ep_008643__005,train_ep_008643,5
char__dog,utt__train_ep_008643__006,train_ep_008643,6
char__rabbit,utt__train_ep_008643__007,train_ep_008643,7
char__dog,utt__train_ep_008643__008,train_ep_008643,8
char__rabbit,utt__train_ep_008643__009,train_ep_008643,9
char__dog,utt__train_ep_008643__010,train_ep_008643,10
char__rabbit,utt__train_ep_008643__011,train_ep_008643,11
char__dog,utt__train_ep_008643__012,train_ep_008643,12
char__rabbit,utt__train_ep_008643__013,train_ep_008643,13
char__man,utt__train_ep_008644__000,train_ep_008644,0
char__troop,utt__train_ep_008644__001,train_ep_008644,1
char__man,utt__train_ep_008644__002,train_ep_008644,2
char__troop,utt__train_ep_008644__003,train_ep_008644,3
char__man,utt__train_ep_008644__004,train_ep_008644,4
char__troop,utt__train_ep_008644__005,train_ep_008644,5
char__man,utt__train_ep_008644__006,train_ep_008644,6
char__troop,utt__train_ep_008644__007,train_ep_008644,7
char__man,utt__train_ep_008644__008,train_ep_008644,8
char__troop,utt__train_ep_008644__009,train_ep_008644,9
char__man,utt__train_ep_008644__010,train_ep_008644,10
char__troop,utt__train_ep_008644__011,train_ep_008644,11
char__man,utt__train_ep_008644__012,train_ep_008644,12
char__troop,utt__train_ep_008644__013,train_ep_008644,13
char__watcher,utt__train_ep_008645__000,train_ep_008645,0
char__peasant,utt__train_ep_008645__001,train_ep_008645,1
char__watcher,utt__train_ep_008645__002,train_ep_008645,2
char__peasant,utt__train_ep_008645__003,train_ep_008645,3
char__watcher,utt__train_ep_008645__004,train_ep_008645,4
char__peasant,utt__train_ep_008645__005,train_ep_008645,5
char__watcher,utt__train_ep_008645__006,train_ep_008645,6
char__peasant,utt__train_ep_008645__007,train_ep_008645,7
char__watcher,utt__train_ep_008645__008,train_ep_008645,8
char__peasant,utt__train_ep_008645__009,train_ep_008645,9
char__watcher,utt__train_ep_008645__010,train_ep_008645,10
char__peasant,utt__train_ep_008645__011,train_ep_008645,11
char__watcher,utt__train_ep_008645__012,train_ep_008645,12
char__peasant,utt__train_ep_008645__013,train_ep_008645,13
char__priest,utt__train_ep_008646__000,train_ep_008646,0
char__nun,utt__train_ep_008646__001,train_ep_008646,1
char__priest,utt__train_ep_008646__002,train_ep_008646,2
char__nun,utt__train_ep_008646__003,train_ep_008646,3
char__priest,utt__train_ep_008646__004,train_ep_008646,4
char__nun,utt__train_ep_008646__005,train_ep_008646,5
char__priest,utt__train_ep_008646__006,train_ep_008646,6
char__nun,utt__train_ep_008646__007,train_ep_008646,7
char__priest,utt__train_ep_008646__008,train_ep_008646,8
char__nun,utt__train_ep_008646__009,train_ep_008646,9
char__priest,utt__train_ep_008646__010,train_ep_008646,10
char__nun,utt__train_ep_008646__011,train_ep_008646,11
char__priest,utt__train_ep_008646__012,train_ep_008646,12
char__nun,utt__train_ep_008646__013,train_ep_008646,13
char__person,utt__train_ep_008647__000,train_ep_008647,0
char__bandit,utt__train_ep_008647__001,train_ep_008647,1
char__person,utt__train_ep_008647__002,train_ep_008647,2
char__bandit,utt__train_ep_008647__003,train_ep_008647,3
char__person,utt__train_ep_008647__004,train_ep_008647,4
char__bandit,utt__train_ep_008647__005,train_ep_008647,5
char__person,utt__train_ep_008647__006,train_ep_008647,6
char__bandit,utt__train_ep_008647__007,train_ep_008647,7
char__person,utt__train_ep_008647__008,train_ep_008647,8
char__bandit,utt__train_ep_008647__009,train_ep_008647,9
char__person,utt__train_ep_008647__010,train_ep_008647,10
char__bandit,utt__train_ep_008647__011,train_ep_008647,11
char__person,utt__train_ep_008647__012,train_ep_008647,12
char__bandit,utt__train_ep_008647__013,train_ep_008647,13
char__alter_boy,utt__train_ep_008648__000,train_ep_008648,0
char__dragon_who_breathes_fire_and_won_t_let_her_out,utt__train_ep_008648__001,train_ep_008648,1
char__alter_boy,utt__train_ep_008648__002,train_ep_008648,2
char__dragon_who_breathes_fire_and_won_t_let_her_out,utt__train_ep_008648__003,train_ep_008648,3
char__alter_boy,utt__train_ep_008648__004,train_ep_008648,4
char__dragon_who_breathes_fire_and_won_t_let_her_out,utt__train_ep_008648__005,train_ep_008648,5
char__alter_boy,utt__train_ep_008648__006,train_ep_008648,6
char__dragon_who_breathes_fire_and_won_t_let_her_out,utt__train_ep_008648__007,train_ep_008648,7
char__alter_boy,utt__train_ep_008648__008,train_ep_008648,8
char__dragon_who_breathes_fire_and_won_t_let_her_out,utt__train_ep_008648__009,train_ep_008648,9
char__alter_boy,utt__train_ep_008648__010,train_ep_008648,10
char__dragon_who_breathes_fire_and_won_t_let_her_out,utt__train_ep_008648__011,train_ep_008648,11
char__alter_boy,utt__train_ep_008648__012,train_ep_008648,12
char__dragon_who_breathes_fire_and_won_t_let_her_out,utt__train_ep_008648__013,train_ep_008648,13
char__big_sheep_like_brown_dog,utt__train_ep_008649__000,train_ep_008649,0
char__vagrants,utt__train_ep_008649__001,train_ep_008649,1
char__big_sheep_like_brown_dog,utt__train_ep_008649__002,train_ep_008649,2
char__vagrants,utt__train_ep_008649__003,train_ep_008649,3
char__big_sheep_like_brown_dog,utt__train_ep_008649__004,train_ep_008649,4
char__vagrants,utt__train_ep_008649__005,train_ep_008649,5
char__big_sheep_like_brown_dog,utt__train_ep_008649__006,train_ep_008649,6
char__vagrants,utt__train_ep_008649__007,train_ep_008649,7
char__big_sheep_like_brown_dog,utt__train_ep_008649__008,train_ep_008649,8
char__vagrants,utt__train_ep_008649__009,train_ep_008649,9
char__big_sheep_like_brown_dog,utt__train_ep_008649__010,train_ep_008649,10
char__vagrants,utt__train_ep_008649__011,train_ep_008649,11
char__big_sheep_like_brown_dog,utt__train_ep_008649__012,train_ep_008649,12
char__vagrants,utt__train_ep_008649__013,train_ep_008649,13
char__king,utt__train_ep_008650__000,train_ep_008650,0
char__person,utt__train_ep_008650__001,train_ep_008650,1
char__king,utt__train_ep_008650__002,train_ep_008650,2
char__person,utt__train_ep_008650__003,train_ep_008650,3
char__king,utt__train_ep_008650__004,train_ep_008650,4
char__person,utt__train_ep_008650__005,train_ep_008650,5
char__king,utt__train_ep_008650__006,train_ep_008650,6
char__person,utt__train_ep_008650__007,train_ep_008650,7
char__king,utt__train_ep_008650__008,train_ep_008650,8
char__person,utt__train_ep_008650__009,train_ep_008650,9
char__king,utt__train_ep_008650__010,train_ep_008650,10
char__person,utt__train_ep_008650__011,train_ep_008650,11
char__king,utt__train_ep_008650__012,train_ep_008650,12
char__person,utt__train_ep_008650__013,train_ep_008650,13
char__fishermen,utt__train_ep_008651__000,train_ep_008651,0
char__madam_and_her_girls,utt__train_ep_008651__001,train_ep_008651,1
char__fishermen,utt__train_ep_008651__002,train_ep_008651,2
char__madam_and_her_girls,utt__train_ep_008651__003,train_ep_008651,3
char__fishermen,utt__train_ep_008651__004,train_ep_008651,4
char__madam_and_her_girls,utt__train_ep_008651__005,train_ep_008651,5
char__fishermen,utt__train_ep_008651__006,train_ep_008651,6
char__madam_and_her_girls,utt__train_ep_008651__007,train_ep_008651,7
char__fishermen,utt__train_ep_008651__008,train_ep_008651,8
char__madam_and_her_girls,utt__train_ep_008651__009,train_ep_008651,9
char__fishermen,utt__train_ep_008651__010,train_ep_008651,10
char__madam_and_her_girls,utt__train_ep_008651__011,train_ep_008651,11
char__fishermen,utt__train_ep_008651__012,train_ep_008651,12
char__madam_and_her_girls,utt__train_ep_008651__013,train_ep_008651,13
char__king,utt__train_ep_008652__000,train_ep_008652,0
char__guard,utt__train_ep_008652__001,train_ep_008652,1
char__king,utt__train_ep_008652__002,train_ep_008652,2
char__guard,utt__train_ep_008652__003,train_ep_008652,3
char__king,utt__train_ep_008652__004,train_ep_008652,4
char__guard,utt__train_ep_008652__005,train_ep_008652,5
char__king,utt__train_ep_008652__006,train_ep_008652,6
char__guard,utt__train_ep_008652__007,train_ep_008652,7
char__king,utt__train_ep_008652__008,train_ep_008652,8
char__guard,utt__train_ep_008652__009,train_ep_008652,9
char__king,utt__train_ep_008652__010,train_ep_008652,10
char__guard,utt__train_ep_008652__011,train_ep_008652,11
char__king,utt__train_ep_008652__012,train_ep_008652,12
char__guard,utt__train_ep_008652__013,train_ep_008652,13
char__animal,utt__train_ep_008653__000,train_ep_008653,0
char__amphibian,utt__train_ep_008653__001,train_ep_008653,1
char__animal,utt__train_ep_008653__002,train_ep_008653,2
char__amphibian,utt__train_ep_008653__003,train_ep_008653,3
char__animal,utt__train_ep_008653__004,train_ep_008653,4
char__amphibian,utt__train_ep_008653__005,train_ep_008653,5
char__animal,utt__train_ep_008653__006,train_ep_008653,6
char__amphibian,utt__train_ep_008653__007,train_ep_008653,7
char__animal,utt__train_ep_008653__008,train_ep_008653,8
char__amphibian,utt__train_ep_008653__009,train_ep_008653,9
char__animal,utt__train_ep_008653__010,train_ep_008653,10
char__amphibian,utt__train_ep_008653__011,train_ep_008653,11
char__animal,utt__train_ep_008653__012,train_ep_008653,12
char__amphibian,utt__train_ep_008653__013,train_ep_008653,13
char__small_living_thing,utt__train_ep_008654__000,train_ep_008654,0
char__squirrel,utt__train_ep_008654__001,train_ep_008654,1
char__small_living_thing,utt__train_ep_008654__002,train_ep_008654,2
char__squirrel,utt__train_ep_008654__003,train_ep_008654,3
char__small_living_thing,utt__train_ep_008654__004,train_ep_008654,4
char__squirrel,utt__train_ep_008654__005,train_ep_008654,5
char__small_living_thing,utt__train_ep_008654__006,train_ep_008654,6
char__squirrel,utt__train_ep_008654__007,train_ep_008654,7
char__small_living_thing,utt__train_ep_008654__008,train_ep_008654,8
char__squirrel,utt__train_ep_008654__009,train_ep_008654,9
char__small_living_thing,utt__train_ep_008654__010,train_ep_008654,10
char__squirrel,utt__train_ep_008654__011,train_ep_008654,11
char__small_living_thing,utt__train_ep_008654__012,train_ep_008654,12
char__squirrel,utt__train_ep_008654__013,train_ep_008654,13
char__deer,utt__train_ep_008655__000,train_ep_008655,0
char__butterfly,utt__train_ep_008655__001,train_ep_008655,1
char__deer,utt__train_ep_008655__002,train_ep_008655,2
char__butterfly,utt__train_ep_008655__003,train_ep_008655,3
char__deer,utt__train_ep_008655__004,train_ep_008655,4
char__butterfly,utt__train_ep_008655__005,train_ep_008655,5
char__deer,utt__train_ep_008655__006,train_ep_008655,6
char__butterfly,utt__train_ep_008655__007,train_ep_008655,7
char__deer,utt__train_ep_008655__008,train_ep_008655,8
char__butterfly,utt__train_ep_008655__009,train_ep_008655,9
char__deer,utt__train_ep_008655__010,train_ep_008655,10
char__butterfly,utt__train_ep_008655__011,train_ep_008655,11
char__deer,utt__train_ep_008655__012,train_ep_008655,12
char__butterfly,utt__train_ep_008655__013,train_ep_008655,13
char__dogs,utt__train_ep_008656__000,train_ep_008656,0
char__bird,utt__train_ep_008656__001,train_ep_008656,1
char__dogs,utt__train_ep_008656__002,train_ep_008656,2
char__bird,utt__train_ep_008656__003,train_ep_008656,3
char__dogs,utt__train_ep_008656__004,train_ep_008656,4
char__bird,utt__train_ep_008656__005,train_ep_008656,5
char__dogs,utt__train_ep_008656__006,train_ep_008656,6
char__bird,utt__train_ep_008656__007,train_ep_008656,7
char__dogs,utt__train_ep_008656__008,train_ep_008656,8
char__bird,utt__train_ep_008656__009,train_ep_008656,9
char__dogs,utt__train_ep_008656__010,train_ep_008656,10
char__bird,utt__train_ep_008656__011,train_ep_008656,11
char__dogs,utt__train_ep_008656__012,train_ep_008656,12
char__bird,utt__train_ep_008656__013,train_ep_008656,13
char__royal_dog,utt__train_ep_008657__000,train_ep_008657,0
char__royal_dog,utt__train_ep_008657__001,train_ep_008657,1
char__royal_dog,utt__train_ep_008657__002,train_ep_008657,2
char__royal_dog,utt__train_ep_008657__003,train_ep_008657,3
char__royal_dog,utt__train_ep_008657__004,train_ep_008657,4
char__royal_dog,utt__train_ep_008657__005,train_ep_008657,5
char__royal_dog,utt__train_ep_008657__006,train_ep_008657,6
char__preacher,utt__train_ep_008658__000,train_ep_008658,0
char__maintenance_person,utt__train_ep_008658__001,train_ep_008658,1
char__preacher,utt__train_ep_008658__002,train_ep_008658,2
char__maintenance_person,utt__train_ep_008658__003,train_ep_008658,3
char__preacher,utt__train_ep_008658__004,train_ep_008658,4
char__maintenance_person,utt__train_ep_008658__005,train_ep_008658,5
char__preacher,utt__train_ep_008658__006,train_ep_008658,6
char__maintenance_person,utt__train_ep_008658__007,train_ep_008658,7
char__preacher,utt__train_ep_008658__008,train_ep_008658,8
char__maintenance_person,utt__train_ep_008658__009,train_ep_008658,9
char__preacher,utt__train_ep_008658__010,train_ep_008658,10
char__maintenance_person,utt__train_ep_008658__011,train_ep_008658,11
char__preacher,utt__train_ep_008658__012,train_ep_008658,12
char__maintenance_person,utt__train_ep_008658__013,train_ep_008658,13
char__sad_townsman,utt__train_ep_008659__000,train_ep_008659,0
char__horse,utt__train_ep_008659__001,train_ep_008659,1
char__sad_townsman,utt__train_ep_008659__002,train_ep_008659,2
char__horse,utt__train_ep_008659__003,train_ep_008659,3
char__sad_townsman,utt__train_ep_008659__004,train_ep_008659,4
char__horse,utt__train_ep_008659__005,train_ep_008659,5
char__sad_townsman,utt__train_ep_008659__006,train_ep_008659,6
char__horse,utt__train_ep_008659__007,train_ep_008659,7
char__sad_townsman,utt__train_ep_008659__008,train_ep_008659,8
char__horse,utt__train_ep_008659__009,train_ep_008659,9
char__sad_townsman,utt__train_ep_008659__010,train_ep_008659,10
char__horse,utt__train_ep_008659__011,train_ep_008659,11
char__sad_townsman,utt__train_ep_008659__012,train_ep_008659,12
char__horse,utt__train_ep_008659__013,train_ep_008659,13
char__goat,utt__train_ep_008660__000,train_ep_008660,0
char__worker,utt__train_ep_008660__001,train_ep_008660,1
char__goat,utt__train_ep_008660__002,train_ep_008660,2
char__worker,utt__train_ep_008660__003,train_ep_008660,3
char__goat,utt__train_ep_008660__004,train_ep_008660,4
char__worker,utt__train_ep_008660__005,train_ep_008660,5
char__goat,utt__train_ep_008660__006,train_ep_008660,6
char__worker,utt__train_ep_008660__007,train_ep_008660,7
char__goat,utt__train_ep_008660__008,train_ep_008660,8
char__worker,utt__train_ep_008660__009,train_ep_008660,9
char__goat,utt__train_ep_008660__010,train_ep_008660,10
char__worker,utt__train_ep_008660__011,train_ep_008660,11
char__goat,utt__train_ep_008660__012,train_ep_008660,12
char__worker,utt__train_ep_008660__013,train_ep_008660,13
char__maid,utt__train_ep_008661__000,train_ep_008661,0
char__guard,utt__train_ep_008661__001,train_ep_008661,1
char__maid,utt__train_ep_008661__002,train_ep_008661,2
char__guard,utt__train_ep_008661__003,train_ep_008661,3
char__maid,utt__train_ep_008661__004,train_ep_008661,4
char__guard,utt__train_ep_008661__005,train_ep_008661,5
char__maid,utt__train_ep_008661__006,train_ep_008661,6
char__guard,utt__train_ep_008661__007,train_ep_008661,7
char__maid,utt__train_ep_008661__008,train_ep_008661,8
char__guard,utt__train_ep_008661__009,train_ep_008661,9
char__maid,utt__train_ep_008661__010,train_ep_008661,10
char__guard,utt__train_ep_008661__011,train_ep_008661,11
char__maid,utt__train_ep_008661__012,train_ep_008661,12
char__guard,utt__train_ep_008661__013,train_ep_008661,13
char__captain,utt__train_ep_008662__000,train_ep_008662,0
char__traveler,utt__train_ep_008662__001,train_ep_008662,1
char__captain,utt__train_ep_008662__002,train_ep_008662,2
