source_character_id,target_character_id,source_character_name,target_character_name,co_episode_count,is_focus_character_pair
char__cooker,char__townsperson,cooker,townsperson,1,False
char__clergyman,char__graveyard_keeper_who_lives_across_the_yard,clergyman,graveyard keeper who lives across the yard,1,False
char__person,char__scullery_maid,person,scullery maid,2,False
char__goblin,char__hoakbera,goblin,hoakbera,2,False
char__chief_wife,char__child,chief wife,child,1,False
char__choir_member,char__concubine,choir member,concubine,1,False
char__dog,char__squirrel,dog,squirrel,1,False
char__captain,char__merchant,captain,merchant,2,False
char__horse,char__smith,horse,smith,1,False
char__mightiest_warriors,char__prince,mightiest warriors,prince,1,False
char__audience_member,char__director,audience member,director,1,False
char__nurse,char__person,nurse,person,1,False
char__fierce_assassin,char__insects,fierce assassin,insects,1,False
char__farmers,char__poorer_citizens_of_the_empire,farmers,poorer citizens of the empire,1,False
char__bat,char__general,bat,general,2,False
char__ambassador,char__evil_wizard,ambassador,evil wizard,1,False
char__king_omako_iii,char__military_commander,king omako iii,military commander,2,False
char__mourner,char__tourist,mourner,tourist,1,False
char__boat_captain,char__farm_worker,boat captain,farm worker,1,False
char__pelican,char__trolls,pelican,trolls,1,False
char__butler,char__future_heir_to_the_throne,butler,future heir to the throne,1,False
char__bug,char__tadpole,bug,tadpole,1,False
char__princess,char__shape_shifting_cat,princess,shape-shifting cat,1,False
char__local_villagers,char__priest,local villagers,priest,1,False
char__mouse,char__village_youth,mouse,village youth,1,False
char__old_man_with_a_fishing_rod,char__rat,old man with a fishing rod,rat,1,False
char__groom,char__missionary,groom,missionary,1,False
char__sister,char__woman,sister,woman,1,False
char__mayor,char__unicorn,mayor,unicorn,1,False
char__lizards,char__mourner,lizards,mourner,1,False
char__subject,char__worshipper,subject,worshipper,1,False
char__peasant,char__salesman,peasant,salesman,1,False
char__favored_knight,char__guest,favored knight,guest,1,False
char__scullery_maid,char__servant,scullery maid,servant,1,False
char__guard,char__king_s_brother,guard,king's brother,1,False
char__cleric,char__cook,cleric,cook,1,False
char__alchemist,char__rodent,alchemist,rodent,1,False
char__deer,char__fish,deer,fish,1,False
char__exiled_person,char__maid,exiled person,maid,1,False
char__congregant,char__priest,congregant,priest,1,False
char__boar,char__cook,boar,cook,1,False
char__stray_cat,char__wealthy_bookshop_owner,stray cat,wealthy bookshop owner,1,False
char__bandit,char__traveler,bandit,traveler,3,False
char__civilian,char__mouse,civilian,mouse,1,False
char__spider,char__wise_woman,spider,wise woman,1,False
char__fat_rats,char__fool,fat rats,fool,1,False
char__ghost_of_a_miner,char__miner,ghost of a miner,miner,2,False
char__king_s_horses,char__royal_family,king's horses,royal family,1,False
char__blacksmith,char__plants,blacksmith,plants,1,False
char__occupant,char__they_are_not_quite_outcast,occupant,they are not quite outcast,2,False
char__ancient_king,char__loved_one,ancient king,loved one,1,False
char__vagrants,char__wealthy_noble,vagrants,wealthy noble,2,False
char__fisherman,char__tax_agent,fisherman,tax agent,1,False
char__creature,char__emperor,creature,emperor,1,False
char__king,char__loved_ones,king,loved ones,1,True
char__girl,char__wife,girl,wife,1,False
char__blind_knight_holding_a_sword,char__peasant,blind knight holding a sword,peasant,1,False
char__acolyte,char__unicorn_groomer,acolyte,unicorn groomer,1,False
char__archer,char__fox,archer,fox,1,False
char__queen_s_subject,char__servant,queen's subject,servant,2,False
char__groom,char__peasant,groom,peasant,1,False
char__blacksmith,char__horse,blacksmith,horse,2,False
char__craftsman,char__shipwright,craftsman,shipwright,3,False
char__shoe_shiner,char__woman,shoe shiner,woman,1,False
char__bandit,char__crab,bandit,crab,1,False
char__fool,char__person,fool,person,1,False
char__mayor,char__townsperson,mayor,townsperson,1,False
char__sad_townsman,char__turtles,sad townsman,turtles,1,False
char__chameleon,char__wolf,chameleon,wolf,1,False
char__sneaky_thief,char__traveler,sneaky thief,traveler,1,False
char__kings,char__scorpions,kings,scorpions,1,False
char__patron,char__peasant,patron,peasant,1,False
char__priests,char__town_jester,priests,town jester,1,False
char__outlaw,char__priest,outlaw,priest,1,False
char__scorpions,char__zuric,scorpions,zuric,2,False
char__animal,char__armed_guardsmen,animal,armed guardsmen,1,False
char__cooks,char__trolls,cooks,trolls,1,False
char__archer,char__dogs,archer,dogs,1,False
char__farmers,char__goat,farmers,goat,1,False
char__owl,char__rat,owl,rat,2,False
char__bat,char__court_wizard,bat,court wizard,1,False
char__mountain_goat,char__wizard,mountain goat,wizard,1,False
char__child,char__young_boy,child,young boy,1,False
char__duke,char__priest,duke,priest,1,False
char__giant_frog,char__visitor,giant frog,visitor,1,False
char__clergy,char__nobleman,clergy,nobleman,1,False
char__invader,char__worker,invader,worker,2,False
char__fisherman,char__messenger,fisherman,messenger,1,False
char__sailor,char__traveler,sailor,traveler,2,False
char__child,char__goblin,child,goblin,1,False
char__police,char__thief,police,thief,1,False
char__bird,char__fox_trying_to_steal_chickens,bird,fox trying to steal chickens,1,False
char__entertainer,char__stable_hands,entertainer,stable hands,1,False
char__child,char__unicorn,child,unicorn,1,False
char__hunting_dog,char__towns_folk,hunting dog,towns folk,1,False
char__horse,char__mother,horse,mother,1,False
char__fisher,char__guard,fisher,guard,1,False
char__critter,char__parishioner,critter,parishioner,1,False
char__concubine,char__sell_swords,concubine,sell swords,1,False
char__skeletons,char__wealthy_bookshop_owner,skeletons,wealthy bookshop owner,1,False
char__local,char__owner,local,owner,1,False
char__knight,char__merchant,knight,merchant,1,False
char__assassin,char__member,assassin,member,1,False
char__churchgoer,char__traveler,churchgoer,traveler,1,False
char__bird,char__diplomat,bird,diplomat,1,False
char__exiled_person,char__monk,exiled person,monk,1,False
char__horse,char__salesman,horse,salesman,1,False
char__alchemist,char__cook,alchemist,cook,1,False
char__bluebird,char__noble,bluebird,noble,1,False
char__wizard,char__wolf,wizard,wolf,1,False
char__bug,char__vagrant,bug,vagrant,2,False
char__ghost,char__lady_in_waiting,ghost,lady in waiting,2,False
char__governor,char__priest,governor,priest,2,False
char__spirit,char__traveler,spirit,traveler,2,False
char__ghost,char__soldier,ghost,soldier,1,False
char__soldier,char__thief,soldier,thief,3,False
char__big_sheep_like_brown_dog,char__loved_ones,big sheep-like brown dog,loved ones,1,False
char__one_unicorn,char__pig,one unicorn,pig,1,False
char__cardinal,char__outlaw,cardinal,outlaw,1,False
char__fisherman,char__knight,fisherman,knight,1,False
char__person,char__wolf,person,wolf,1,False
char__bat,char__groom,bat,groom,1,False
char__audience_member,char__guard,audience member,guard,1,False
char__king,char__proprietor,king,proprietor,1,True
char__faery,char__high_priestess,faery,high priestess,1,False
char__fish,char__swimmer,fish,swimmer,1,False
char__ornate_birds,char__soldier,ornate birds,soldier,1,False
char__admiral,char__servant,admiral,servant,1,False
char__choir_member,char__outlaw,choir member,outlaw,1,False
char__king,char__worshipper,king,worshipper,1,True
char__hound,char__peasant,hound,peasant,1,False
char__beggar,char__traders,beggar,traders,1,False
char__alter_boy,char__assistant,alter boy,assistant,1,False
char__mightiest_warriors,char__waiting_priest,mightiest warriors,waiting priest,1,False
char__animal,char__monkey_friend,animal,monkey friend,1,False
char__animal_such_as_a_cat,char__they_are_not_quite_outcast,animal such as a cat,they are not quite outcast,1,False
char__animal,char__enemy_king,animal,enemy king,1,False
char__old_man,char__parishioner,old man,parishioner,1,False
char__farmers_wife,char__mourner,farmers wife,mourner,1,False
char__explorer,char__prisoner,explorer,prisoner,1,False
char__dog,char__poker_players,dog,poker players,1,False
char__rat,char__wise_men,rat,wise men,1,False
char__clergyman,char__town_sheriff,clergyman,town sheriff,1,False
char__man,char__priest,man,priest,1,False
char__goblin,char__turkey,goblin,turkey,1,False
char__drunk_reeling_out_of_the_saloon,char__sword_makers,drunk reeling out of the saloon,sword makers,1,False
char__dirt,char__well_off_business_man,dirt,well off business man,1,False
char__attendee,char__cardinal,attendee,cardinal,1,False
char__butterfly,char__songbird,butterfly,songbird,1,False
char__genie,char__governor,genie,governor,1,False
char__cut_throat,char__monk,cut throat,monk,1,False
char__dogs,char__traveller,dogs,traveller,1,False
char__cat,char__eel,cat,eel,1,False
char__bat,char__spider,bat,spider,2,False
char__challenger,char__person,challenger,person,1,False
char__bedroom,char__king_consort,bedroom,king consort,1,False
char__bloodied_prisoner,char__guard,bloodied prisoner,guard,1,False
char__drunk,char__spirit,drunk,spirit,1,False
char__sailor,char__woman,sailor,woman,2,False
char__farmers_wife,char__prisoner,farmers wife,prisoner,1,False
char__animal,char__her_maid,animal,her maid,1,False
char__families,char__family_member,families,family member,1,False
char__princess_who_lives_in_the_castle_and_can_t_escape,char__young_princess,princess who lives in the castle and can't escape,young princess,1,False
char__barn_cat,char__troll,barn cat,troll,1,False
char__explorer,char__noble,explorer,noble,1,False
char__child,char__demon,child,demon,2,False
char__monk,char__spirits_of_our_ancestors,monk,spirits of our ancestors,1,False
char__crow,char__spider,crow,spider,1,False
char__dwarf,char__they_are_not_quite_outcast,dwarf,they are not quite outcast,1,False
char__lady_of_the_hour,char__pilgrims,lady of the hour,pilgrims,1,False
char__bandit,char__criminal,bandit,criminal,1,False
char__fruit_bat,char__gnome,fruit bat,gnome,2,False
char__spider,char__villager,spider,villager,1,False
char__bug,char__villager,bug,villager,1,False
char__fierce_assassin,char__mercenary,fierce assassin,mercenary,1,False
char__king,char__mystical_dragon,king,mystical dragon,1,True
char__music_paper,char__person,music paper,person,1,False
char__ghosts_of_previous_occupants,char__rat,ghosts of previous occupants,rat,2,False
char__electric_eel,char__rabid_wolf,electric eel,rabid wolf,1,False
char__chameleon,char__colorful_bird,chameleon,colorful bird,1,False
char__animal,char__queen,animal,queen,1,False
char__fauna,char__insects,fauna,insects,1,False
char__poor_subsistence_farmer,char__poorer_citizens_of_the_empire,poor subsistence farmer,poorer citizens of the empire,1,False
char__evil_wizard,char__king,evil wizard,king,1,True
char__child,char__scantily_clad_virgins,child,scantily clad virgins,1,False
char__agricultural_advisor,char__child,agricultural advisor,child,1,False
char__barbarian,char__cleric,barbarian,cleric,1,False
char__bishop,char__worshipper,bishop,worshipper,1,False
char__baby_shower,char__queen,baby shower,queen,1,False
char__cook,char__queen,cook,queen,1,False
char__chicken,char__cooks,chicken,cooks,1,False
char__chef,char__scullions,chef,scullions,2,False
char__dog,char__prince,dog,prince,1,False
char__groom,char__reluctant_nun,groom,reluctant nun,2,False
char__traveler,char__troll,traveler,troll,1,False
char__faery,char__musician,faery,musician,1,False
char__king_himself,char__person,king himself,person,1,False
char__chambermaid,char__prince,chambermaid,prince,1,False
char__child,char__man_woman,child,man woman,1,False
char__lord,char__person,lord,person,1,False
char__child,char__his_wife,child,his wife,2,False
char__iguana,char__villagers,iguana,villagers,2,False
char__butt,char__priest,butt,priest,1,False
char__bigfoot,char__critter,bigfoot,critter,1,False
char__archer,char__battle_master,archer,battle master,1,False
char__bivalve,char__head_priest,bivalve,head priest,1,False
char__wealthy_bookshop_owner,char__well_off_business_man,wealthy bookshop owner,well off business man,1,False
char__large_spider_high_in_one_corner,char__maid,large spider high in one corner,maid,1,False
char__challenger,char__ghost,challenger,ghost,1,False
char__abbess,char__king,abbess,king,1,True
char__beautiful_calico_cat_napping_beside_the_coat_rack,char__insect,beautiful calico cat napping beside the coat rack,insect,1,False
char__alien,char__guard,alien,guard,1,False
char__high_priestess,char__royal,high priestess,royal,1,False
char__crow,char__juror,crow,juror,1,False
char__monster,char__warden,monster,warden,1,False
char__scribe_constantly_writing,char__servant,scribe constantly writing,servant,1,False
char__cleaning_maid,char__scribe,cleaning maid,scribe,1,False
char__fisherman,char__turtles,fisherman,turtles,2,False
char__dogs,char__squire,dogs,squire,1,False
char__castle_guards,char__spider_spins_its_web_in_the_pew_corner,castle guards,spider spins its web in the pew corner,1,False
char__animal,char__visitor,animal,visitor,1,False
char__ambassador,char__peasant,ambassador,peasant,1,False
char__boy,char__traveler,boy,traveler,1,False
char__blind_knight_holding_a_sword,char__fellow_traveler,blind knight holding a sword,fellow traveler,1,False
char__organ_player,char__werewolf,organ player,werewolf,1,False
char__horse,char__sheep,horse,sheep,1,False
char__deer,char__fox,deer,fox,1,False
char__milk_man,char__troop,milk man,troop,2,False
char__cowardly_young_man_in_armour,char__rat,cowardly young man in armour,rat,1,False
char__bandit,char__beautiful_calico_cat_napping_beside_the_coat_rack,bandit,beautiful calico cat napping beside the coat rack,1,False
char__amphibian,char__fisherman,amphibian,fisherman,1,False
char__leader,char__royal_dog,leader,royal dog,1,False
char__hummingbird,char__mourner,hummingbird,mourner,1,False
char__dogs,char__god,dogs,god,1,False
char__tern,char__warrior,tern,warrior,1,False
char__parishioner,char__stable_boy_rushing_in_to_alert_the_knight,parishioner,stable boy rushing in to alert the knight,1,False
char__butterfly,char__cooks,butterfly,cooks,1,False
char__drunk_reeling_out_of_the_saloon,char__princess,drunk reeling out of the saloon,princess,1,False
char__cow,char__horse_tied_up_in_front_of_a_shop,cow,horse tied up in front of a shop,1,False
char__farmers,char__patient,farmers,patient,1,False
char__farmers,char__helpers,farmers,helpers,1,False
char__bird,char__teachers,bird,teachers,1,False
char__fisherman,char__maid,fisherman,maid,2,False
char__demon,char__fairy,demon,fairy,1,False
char__farmers_wife,char__noble,farmers wife,noble,1,False
char__staircase,char__villager,staircase,villager,1,False
char__frog,char__servant,frog,servant,1,False
char__bird,char__customer,bird,customer,1,False
char__musician,char__small_animals,musician,small animals,1,False
char__gypsy,char__police,gypsy,police,1,False
char__dragon,char__ice_king,dragon,ice king,1,False
char__beggar,char__one_unicorn,beggar,one unicorn,1,False
char__dragon,char__woman_gathering_supplies,dragon,woman gathering supplies,1,False
char__bandit,char__monk,bandit,monk,1,False
char__chained_cat,char__clergyman,chained cat,clergyman,1,False
char__person,char__seaman,person,seaman,1,False
char__animal,char__customer,animal,customer,1,False
char__executioner,char__hunter,executioner,hunter,1,False
char__entertainer,char__priest,entertainer,priest,1,False
char__boy,char__miner,boy,miner,1,False
char__people,char__reluctant_nun,people,reluctant nun,1,False
char__masons,char__monkey,masons,monkey,1,False
char__chef,char__spider,chef,spider,1,False
char__fisher,char__knight,fisher,knight,1,False
char__adulterer,char__horse_tied_up_in_front_of_a_shop,adulterer,horse tied up in front of a shop,1,False
char__merchant,char__waiter,merchant,waiter,1,False
char__member,char__recently_tortured,member,recently tortured,1,False
char__guest,char__watchman,guest,watchman,1,False
char__rat_chews_on_a_dropped_hymnbook,char__servant,rat chews on a dropped hymnbook,servant,1,False
char__cooker,char__traveler,cooker,traveler,1,False
char__lizard,char__lost_traveler,lizard,lost traveler,1,False
char__pirate,char__seagull,pirate,seagull,2,False
char__critter,char__person,critter,person,1,False
char__cleaning_person,char__person,cleaning person,person,1,False
char__groundskeeper,char__guard,groundskeeper,guard,1,False
char__torture_master,char__wolf,torture master,wolf,1,False
char__ghost,char__turtle,ghost,turtle,1,False
char__doctor,char__owl,doctor,owl,1,False
char__altar_boy,char__local_merchant,altar boy,local merchant,1,False
char__knight,char__nun,knight,nun,1,False
char__lord,char__woman,lord,woman,1,False
char__customer,char__merchant,customer,merchant,2,False
char__beggar,char__offender,beggar,offender,1,False
char__poor_subsistence_farmer,char__wife,poor subsistence farmer,wife,1,False
char__local_artist,char__priest,local artist,priest,1,False
char__fisher,char__parent,fisher,parent,1,False
char__congregant,char__king_s_trusted_adviser,congregant,king's trusted adviser,1,False
char__family_member,char__person,family member,person,1,False
char__bishop,char__dragon,bishop,dragon,1,False
char__goblin_king_s_bartender,char__king,goblin king's bartender,king,1,True
char__alchemist,char__vulture,alchemist,vulture,1,False
char__craftsman,char__knight,craftsman,knight,1,False
char__general,char__knight,general,knight,1,False
char__rat_chews_on_a_dropped_hymnbook,char__scantily_clad_virgins,rat chews on a dropped hymnbook,scantily clad virgins,1,False
char__chicken,char__outlaw,chicken,outlaw,1,False
char__fool,char__mouse,fool,mouse,1,False
char__spider,char__torture_master,spider,torture master,1,False
char__animal,char__torture_master,animal,torture master,1,False
char__talking_cat,char__zombies,talking cat,zombies,1,False
char__squire,char__student,squire,student,1,False
char__person,char__queen,person,queen,1,False
char__nobel,char__preacher,nobel,preacher,1,False
char__parishioner,char__young_boy,parishioner,young boy,1,False
char__fisher,char__sad_woman,fisher,sad woman,1,False
char__insect,char__vendor,insect,vendor,1,False
char__prince,char__princess,prince,princess,1,False
char__priest,char__young_girl,priest,young girl,1,False
char__hunter,char__noble,hunter,noble,1,False
char__mystical_dragon,char__wise_men,mystical dragon,wise men,1,False
char__gardener,char__no_one,gardener,no one,1,False
char__doctor,char__footman,doctor,footman,1,False
char__bodyguard,char__gravedigger_doing_his_work,bodyguard,gravedigger doing his work,1,False
char__creature,char__drunk_reeling_out_of_the_saloon,creature,drunk reeling out of the saloon,1,False
char__blacksmith_apprentice,char__nun,blacksmith apprentice,nun,1,False
char__cow,char__goat,cow,goat,1,False
char__military_commander,char__snake,military commander,snake,1,False
char__adults,char__servant,adults,servant,1,False
char__maid,char__trader_s_wife_that_traveled_with_him,maid,trader's wife that traveled with him,1,False
char__ghost,char__homeless_man,ghost,homeless man,1,False
char__ice_king,char__knight,ice king,knight,1,False
char__farmer,char__traveler,farmer,traveler,1,False
char__artists,char__genie,artists,genie,1,False
char__angel,char__squire,angel,squire,1,False
char__friend,char__king,friend,king,1,True
char__dogs,char__monster,dogs,monster,1,False
char__deity,char__weapons_master,deity,weapons master,1,False
char__adventurer,char__snake,adventurer,snake,1,False
char__jester,char__leader,jester,leader,1,False
char__bat,char__manservant,bat,manservant,1,False
char__eel,char__fisherman,eel,fisherman,1,False
char__general,char__person,general,person,5,False
char__acolyte_preparing_for_evening_prayer_service,char__king,acolyte preparing for evening prayer service,king,1,True
char__chicken,char__horse,chicken,horse,1,False
char__child,char__king_consort,child,king consort,1,False
char__animal,char__high_priest,animal,high priest,2,False
char__bishop,char__nuns,bishop,nuns,1,False
char__servant,char__torture_master,servant,torture master,1,False
char__fisher,char__rival,fisher,rival,1,False
char__cooks,char__eagle,cooks,eagle,1,False
char__animal,char__town_game_warden,animal,town game warden,1,False
char__mouse,char__snake,mouse,snake,1,False
char__king,char__one_unicorn,king,one unicorn,1,True
char__bluebird,char__butterfly,bluebird,butterfly,1,False
char__descendant_of_the_sons,char__scullery_maid,descendant of the sons,scullery maid,1,False
char__baby_dragon,char__traveler,baby dragon,traveler,1,False
char__bandit,char__rat,bandit,rat,1,False
char__animal,char__miner,animal,miner,1,False
char__snakes,char__villager,snakes,villager,1,False
char__hoakbera,char__maid,hoakbera,maid,1,False
char__child,char__man,child,man,1,False
char__hermit,char__jester,hermit,jester,1,False
char__families,char__roach,families,roach,1,False
char__chief_wife,char__father,chief wife,father,1,False
char__intruder,char__squirrel,intruder,squirrel,1,False
char__concubine,char__eunuch,concubine,eunuch,1,False
char__resident,char__sinners,resident,sinners,1,False
char__guard,char__jester,guard,jester,1,False
char__grandmother,char__mother,grandmother,mother,1,False
char__person,char__religious_clerk,person,religious clerk,1,False
char__animal,char__hiker,animal,hiker,2,False
char__dog,char__handmaid,dog,handmaid,1,False
char__assistant_chef,char__pastry_chef,assistant chef,pastry chef,1,False
char__albino_fish_totally_blind_swims_in_a_tiny_pool,char__animal,albino fish totally blind swims in a tiny pool,animal,1,False
char__friends,char__stable_boy_rushing_in_to_alert_the_knight,friends,stable boy rushing in to alert the knight,1,False
char__queen,char__wrongdoer,queen,wrongdoer,1,False
char__guy_with_the_key_when_he_lets_in_the_king,char__mystical_dragon,guy with the key when he lets in the king,mystical dragon,2,False
char__captured_knight,char__person,captured knight,person,1,False
char__footman,char__men_and_women_working,footman,men and women working,1,False
char__maid,char__performer,maid,performer,1,False
char__horseflies,char__rabid_wolf,horseflies,rabid wolf,1,False
char__colorful_bird,char__fox,colorful bird,fox,1,False
char__laborsmen,char__poor_subsistence_farmer,laborsmen,poor subsistence farmer,1,False
char__resting_travelers,char__teacher,resting travelers,teacher,1,False
char__altar_boy,char__cardinal,altar boy,cardinal,1,False
char__agricultural_advisor,char__military_commander,agricultural advisor,military commander,1,False
char__mermaid,char__tourist,mermaid,tourist,1,False
char__homeless_person,char__master_wizard,homeless person,master wizard,1,False
char__pelican,char__witch,pelican,witch,1,False
char__fox_trying_to_steal_chickens,char__villager,fox trying to steal chickens,villager,1,False
char__captain,char__guard,captain,guard,1,False
char__milk_maid,char__townperson,milk maid,townperson,1,False
char__courtier,char__his_father,courtier,his father,2,False
char__kid,char__small_child_cleaning_boat,kid,small child cleaning boat,1,False
char__parent,char__person,parent,person,1,False
char__farmer,char__fisher,farmer,fisher,1,False
char__nobel,char__preist,nobel,preist,2,False
char__mother,char__person,mother,person,1,False
char__mayor,char__mischievous_teenager,mayor,mischievous teenager,1,False
char__cooker,char__mourner,cooker,mourner,1,False
char__caveman,char__historian,caveman,historian,1,False
char__iguana,char__villager,iguana,villager,2,False
char__captain,char__scalawag,captain,scalawag,1,False
char__battle_master,char__servant,battle master,servant,1,False
char__executioner,char__queen,executioner,queen,1,False
char__guy_with_the_key_when_he_lets_in_the_king,char__wise_woman,guy with the key when he lets in the king,wise woman,1,False
char__king_s_horses,char__veterinarian,king's horses,veterinarian,1,False
char__royal_family,char__visitor,royal family,visitor,1,False
char__rat,char__traitor,rat,traitor,1,False
char__farmer,char__rabbit,farmer,rabbit,1,False
char__alien,char__peacock,alien,peacock,1,False
char__horse,char__juror,horse,juror,1,False
char__lizards,char__soul,lizards,soul,1,False
char__guard,char__young_princess,guard,young princess,1,False
char__royal_family_member,char__servant,royal family member,servant,1,False
char__cleaning_maid,char__monk,cleaning maid,monk,1,False
char__snake,char__vagrants,snake,vagrants,1,False
char__thief,char__turtles,thief,turtles,1,False
char__care_taker,char__zombies,care taker,zombies,1,False
char__artists,char__royal_family,artists,royal family,2,False
char__ancient_savage_chieftan,char__weapons_master,ancient savage chieftan,weapons master,1,False
char__creature,char__wealthy_bookshop_owner,creature,wealthy bookshop owner,1,False
char__animal,char__kings,animal,kings,1,False
char__chained_cat,char__congregant,chained cat,congregant,1,False
char__dogs,char__horse,dogs,horse,2,False
char__criminal,char__executioner,criminal,executioner,1,False
char__peasant,char__wrongdoer,peasant,wrongdoer,1,False
char__old_woman,char__temple_members,old woman,temple members,1,False
char__inhabitant,char__priest,inhabitant,priest,1,False
char__bird,char__man,bird,man,1,False
char__king,char__spiders,king,spiders,1,True
char__farmer_bob,char__person,farmer bob,person,1,False
char__ox,char__pheasant,ox,pheasant,1,False
char__member,char__parishioner,member,parishioner,1,False
char__archaeologist,char__archer,archaeologist,archer,1,False
char__knight_in_shining_armor,char__peasant,knight in shining armor,peasant,1,False
char__cardinal,char__king,cardinal,king,1,True
char__peasant,char__watcher,peasant,watcher,1,False
char__bandit,char__person,bandit,person,1,False
char__alter_boy,char__dragon_who_breathes_fire_and_won_t_let_her_out,alter boy,dragon who breathes fire and won't let her out,1,False
char__big_sheep_like_brown_dog,char__vagrants,big sheep-like brown dog,vagrants,1,False
char__fishermen,char__madam_and_her_girls,fishermen,madam and her girls,1,False
char__small_living_thing,char__squirrel,small living thing,squirrel,1,False
char__beggar,char__weary_traveler,beggar,weary traveler,1,False
char__man,char__vendor,man,vendor,1,False
char__peasant,char__vendor,peasant,vendor,1,False
char__carpenter,char__monk,carpenter,monk,1,False
char__attendee,char__thief,attendee,thief,1,False
char__child_lost_from_his_mother,char__peasant,child lost from his mother,peasant,1,False
char__archer,char__wealthy_bookshop_owner,archer,wealthy bookshop owner,1,False
char__dogs,char__woman,dogs,woman,1,False
char__helpers,char__sailor,helpers,sailor,1,False
char__officer,char__rat,officer,rat,1,False
char__customer,char__shop_keeper,customer,shop keeper,1,False
char__king_s_architect,char__wizard,king's architect,wizard,1,False
char__hunting_dog,char__priest,hunting dog,priest,1,False
char__fox,char__insects,fox,insects,1,False
char__mysterious_merchant,char__person,mysterious merchant,person,1,False
char__helpers,char__king,helpers,king,1,True
char__man,char__spirit,man,spirit,1,False
char__member,char__prisoner,member,prisoner,1,False
char__fairy,char__prince,fairy,prince,1,False
char__deer,char__thief,deer,thief,1,False
char__child,char__monk,child,monk,1,False
char__families,char__grounds_keeper,families,grounds keeper,1,False
char__mother,char__wife,mother,wife,1,False
char__denizen,char__person,denizen,person,1,False
char__court_jester,char__war_officer,court jester,war officer,1,False
char__prisoner,char__town_baker,prisoner,town baker,1,False
char__executioner,char__warrior,executioner,warrior,1,False
char__frightened_rat,char__servant,frightened rat,servant,1,False
char__challenger,char__mistress,challenger,mistress,1,False
char__people,char__rabbit,people,rabbit,1,False
char__outlaw,char__watchman,outlaw,watchman,1,False
char__runaway,char__spider,runaway,spider,1,False
char__captured_knight,char__local,captured knight,local,1,False
char__merchant,char__witch,merchant,witch,1,False
char__member,char__monkey,member,monkey,1,False
char__jester,char__old_man_with_a_fishing_rod,jester,old man with a fishing rod,1,False
char__owl,char__traveler,owl,traveler,1,False
char__hoakbera,char__rabbit,hoakbera,rabbit,1,False
char__archer,char__noble,archer,noble,1,False
char__pet_cat,char__priest,pet cat,priest,1,False
char__master_at_arms,char__mayor,master at arms,mayor,1,False
char__criminal,char__ghost,criminal,ghost,1,False
char__pope,char__priest,pope,priest,1,False
char__flirty_barmaid,char__sword_makers,flirty barmaid,sword makers,1,False
char__nuns,char__priest,nuns,priest,1,False
char__knight,char__nuns,knight,nuns,1,False
char__inhabitant,char__person,inhabitant,person,1,False
char__horse,char__lord,horse,lord,1,False
char__choir_room,char__thief,choir room,thief,1,False
char__animal,char__subject,animal,subject,1,False
char__spelunker,char__waiting_priest,spelunker,waiting priest,1,False
char__bishop,char__wolf,bishop,wolf,1,False
char__knight,char__wizard,knight,wizard,1,False
char__person,char__squire,person,squire,1,False
char__enemy_king,char__royal_family,enemy king,royal family,1,False
char__faerie,char__knight,faerie,knight,1,False
char__rat,char__worshipper,rat,worshipper,1,False
char__monkey_friend,char__outlaw,monkey friend,outlaw,1,False
char__snakes,char__tadpole,snakes,tadpole,1,False
char__governor,char__wench,governor,wench,1,False
char__concubine,char__squirrel,concubine,squirrel,1,False
char__animal,char__daughter,animal,daughter,1,False
char__noble,char__prince,noble,prince,1,False
char__dragon,char__kid,dragon,kid,1,False
char__head_monk,char__mother,head monk,mother,1,False
char__child,char__frog,child,frog,1,False
char__queen,char__thief,queen,thief,1,False
char__craftsman,char__priest,craftsman,priest,1,False
char__explorer,char__torture_master,explorer,torture master,1,False
char__horse,char__mariner,horse,mariner,1,False
char__hiker,char__master_at_arms,hiker,master at arms,1,False
char__war_officer,char__wise_men,war officer,wise men,1,False
char__one_unicorn,char__teacher,one unicorn,teacher,1,False
char__clergyman,char__horse_tied_up_in_front_of_a_shop,clergyman,horse tied up in front of a shop,1,False
char__chicken,char__geese,chicken,geese,1,False
char__cardinal,char__hunter,cardinal,hunter,2,False
char__cook,char__girl,cook,girl,1,False
char__attendee,char__dog,attendee,dog,1,False
char__armorer,char__genie,armorer,genie,1,False
char__family,char__messenger,family,messenger,1,False
char__knight,char__pet_bird,knight,pet bird,1,False
char__archer,char__priests,archer,priests,1,False
char__hunting_dog,char__painter,hunting dog,painter,1,False
char__beast,char__bird,beast,bird,1,False
char__fisherman,char__small_aggressive_looking_dog,fisherman,small aggressive-looking dog,1,False
char__cavalry,char__person,cavalry,person,1,False
char__person,char__there_is_also_a_young_woman_selling_flowers_to_passersby,person,there is also a young woman selling flowers to passersby,1,False
char__local_merchant,char__woman,local merchant,woman,1,False
char__guard,char__woman,guard,woman,1,False
char__adventurer,char__sea_witch,adventurer,sea witch,1,False
char__dwarf,char__fellow_traveler,dwarf,fellow traveler,1,False
char__insects,char__ornate_birds,insects,ornate birds,1,False
char__ghost,char__spirit,ghost,spirit,1,False
char__gnome,char__noble,gnome,noble,1,False
char__pet_dog,char__rabid_rat,pet dog,rabid rat,1,False
char__captain_of_the_guard,char__king,captain of the guard,king,1,True
char__archer,char__town_sheriff,archer,town sheriff,1,False
