object_id,normalized_name,canonical_name,object_count,episode_count,is_background_object,is_story_relevant_candidate
obj__knocking_nob__8297f90a,knocking nob,Knocking Nob,92,7,False,False
obj__quills__a65f94ad,quills,Quills,85,7,False,False
obj__candelabra__02475550,candelabra,Candelabra,87,7,False,False
obj__stone_carving_of_an_angel__0cb9d11b,stone carving of an angel,Stone Carving Of An Angel,117,10,False,False
obj__cutting_board__6d9b7831,cutting board,Cutting Board,156,14,False,False
obj__poison__35393c24,poison,Poison,12,3,False,False
obj__old_weapons__2a6f79dd,old weapons,Old Weapons,133,11,False,False
obj__wand__642fd86b,wand,Wand,242,24,False,False
obj__door_knocker__44a8e128,door knocker,Door Knocker,102,10,False,False
obj__old_shack__8562c06c,old shack,Old Shack,71,6,False,False
obj__cash_box__25dc29c9,cash box,Cash Box,96,8,False,False
obj__chisel__323e689c,chisel,Chisel,16,3,False,False
obj__fine_art__f3a307bc,fine art,Fine Art,100,8,False,False
obj__armor_set__c3bfe09b,armor set,Armor Set,109,10,False,True
obj__offering_plate__64989cf1,offering plate,Offering Plate,73,8,False,False
obj__ancient_relic__499a60f9,ancient relic,Ancient Relic,85,9,False,False
obj__broken_cutlass__b555e3cf,broken cutlass,Broken Cutlass,109,10,False,False
obj__farming_equipment__f20ead96,farming equipment,Farming Equipment,111,10,False,False
obj__knight_fighting_gear__6f034f64,knight fighting gear,Knight Fighting Gear,93,10,False,False
obj__cape__8b04f409,cape,Cape,46,5,False,False
obj__trapdoor__40a2c5fd,trapdoor,Trapdoor,96,7,False,False
obj__huge_lock_on_door__078802cd,huge lock on door,Huge Lock On Door,73,7,False,False
obj__steering_wheel__c266866d,steering wheel,Steering Wheel,98,7,False,False
obj__hair_brush__3b80945e,hair brush,Hair Brush,84,6,False,False
obj__rag__7542dc7e,rag,Rag,75,17,False,False
obj__giant_firepit__a69eb2c6,giant firepit,Giant Firepit,95,8,False,False
obj__embalming_equipment__29ed2c78,embalming equipment,Embalming Equipment,120,10,False,False
obj__pouch__6104635b,pouch,Pouch,25,4,False,False
obj__clam__fb8b6976,clam,Clam,79,10,False,False
obj__cushion__c136346b,cushion,Cushion,53,6,False,False
obj__footstool__a7567f45,footstool,Footstool,75,6,False,False
obj__citrus_fruit__6fc120fd,citrus fruit,Citrus Fruit,51,10,False,False
obj__small_garden__e38d1524,small garden,Small Garden,140,10,False,False
obj__napkin__720106da,napkin,Napkin,96,9,False,False
obj__old_cup__95299bcf,old cup,Old Cup,111,9,False,False
obj__pitch_pipe__008f8d85,pitch pipe,Pitch Pipe,17,3,False,False
obj__sack__6829d8e0,sack,Sack,106,12,False,False
obj__hatchet__c3e6c670,hatchet,Hatchet,61,7,False,False
obj__bit_for_horse__6b00ee0f,bit for horse,Bit For Horse,85,7,False,False
obj__trap__ca97f68c,trap,Trap,70,5,False,False
obj__kneeler__02d8b44e,kneeler,Kneeler,140,10,False,False
obj__lever__ba6e7efe,lever,Lever,408,30,False,False
obj__copper_vase__b9868dce,copper vase,Copper Vase,76,7,False,False
obj__manacle__adf2b892,manacle,Manacle,265,23,False,False
obj__cougar__0dc42522,cougar,Cougar,155,12,False,False
obj__wood_table__8469c953,wood table,Wood Table,153,11,False,False
obj__old_dry_tree_stump__17cce7ba,old dry tree stump,Old Dry Tree Stump,98,7,False,False
obj__royal_coat_of_arms__b50fa2f0,royal coat of arms,Royal Coat Of Arms,69,8,False,False
obj__pitcher__849d11a4,pitcher,Pitcher,2,1,False,False
obj__notebook__fb5d1b4a,notebook,Notebook,8,5,False,False
obj__flag__327a6c43,flag,Flag,288,23,False,False
obj__small_crucifix__b4d3a05a,small crucifix,Small Crucifix,63,5,False,False
obj__uniform__a489ffed,uniform,Uniform,89,9,False,False
obj__metal_fitting__2d034c0c,metal fitting,Metal Fitting,98,13,False,False
obj__stein__f569ab23,stein,Stein,96,9,False,False
obj__spring_nearby__223e4ebc,spring nearby,Spring Nearby,140,10,False,False
obj__floor_to_ceiling_mirror__a0c94dbc,floor to ceiling mirror,Floor To Ceiling Mirror,113,9,False,False
obj__horse_trough__6eb62bb1,horse trough,Horse Trough,88,7,False,False
obj__prayer_book__02828fc9,prayer book,Prayer Book,83,10,False,True
obj__washing_board__62fd5c41,washing board,Washing Board,98,9,False,False
obj__shop_counter__2c0d0a0f,shop counter,Shop Counter,70,5,False,False
obj__small_bucket__4269bdf5,small bucket,Small Bucket,96,13,False,False
obj__stone_fireplace__a49374de,stone fireplace,Stone Fireplace,91,7,False,False
obj__jacket__f4ebf8a0,jacket,Jacket,3,1,False,False
obj__rolling_pin__0c89c315,rolling pin,Rolling Pin,2,1,False,False
obj__brook__4843d65c,brook,Brook,83,7,False,False
obj__cell_phone__1d688452,cell phone,Cell Phone,44,5,False,False
obj__computer__df53ca26,computer,Computer,98,7,False,False
obj__adventurer_s_remains__61bcc500,adventurer's remains,Adventurer'S Remains,95,9,False,False
obj__ring__1a5df958,ring,Ring,2,2,False,True
obj__cobbled_walkway__f9c3d16f,cobbled walkway,Cobbled Walkway,117,9,False,False
obj__chicken__742929dc,chicken,Chicken,48,6,False,False
obj__case__cd14c323,case,Case,129,11,False,False
obj__thick_mud__50d28105,thick mud,Thick Mud,94,7,False,False
obj__silerware__6c26769d,silerware,Silerware,68,8,False,False
obj__family_photo__0ca5a75b,family photo,Family Photo,19,4,False,False
obj__old_bible__0f94a568,old bible,Old Bible,90,13,False,False
obj__puppet__76874790,puppet,Puppet,7,1,False,False
obj__crystal_ball__8df897a1,crystal ball,Crystal Ball,102,17,False,False
obj__velvet_cushion__2bc59549,velvet cushion,Velvet Cushion,83,7,False,False
obj__staff__12532084,staff,Staff,63,8,False,False
obj__dirty_rug__7782dda9,dirty rug,Dirty Rug,70,5,False,False
obj__water_pail__c40dd343,water pail,Water Pail,97,7,False,False
obj__bale__c0ef99bb,bale,Bale,100,8,False,False
obj__rotten_flesh__042280f1,rotten flesh,Rotten Flesh,15,2,False,False
obj__vanity__20351d66,vanity,Vanity,129,10,False,False
obj__cloak__7d067ef3,cloak,Cloak,1,1,False,False
obj__hanging_religious_carving__e4da61ed,hanging religious carving,Hanging Religious Carving,116,9,False,False
obj__family_heirloom__8800126c,family heirloom,Family Heirloom,5,2,False,False
obj__sewing_supplies__35517f20,sewing supplies,Sewing Supplies,2,1,False,False
obj__decaying_fallen_tree__c19f703f,decaying fallen tree,Decaying Fallen Tree,70,5,False,False
obj__cobblestone_walkway__78a18150,cobblestone walkway,Cobblestone Walkway,87,8,False,False
obj__screen__599eba19,screen,Screen,107,9,False,False
obj__pot_of_gold__e874293a,pot of gold,Pot Of Gold,84,9,False,True
obj__pile_of_discarded_armor__f121dcf0,pile of discarded armor,Pile Of Discarded Armor,82,6,False,True
obj__cheese__fea0f1f6,cheese,Cheese,8,6,False,False
obj__large_ladle__f9e6e3ad,large ladle,Large Ladle,86,10,False,False
obj__pot_for_cooking__70064869,pot for cooking,Pot For Cooking,48,5,False,False
obj__fly__af17bc3b,fly,Fly,51,4,False,False
obj__bibles__bf5953fb,bibles,Bibles,47,7,False,False
obj__bear_rug__895e105d,bear rug,Bear Rug,78,6,False,False
obj__low_grass__6f5cf1cf,low grass,Low Grass,183,14,False,False
obj__vegetable_or_plant__04505669,vegetable or plant,Vegetable Or Plant,164,14,False,False
obj__writing_paper__8934f6a5,writing paper,Writing Paper,50,6,False,False
obj__bead__1e35b4e9,bead,Bead,105,8,False,False
obj__ale_bottle__ac21bcd8,ale bottle,Ale Bottle,14,3,False,False
obj__vest__8140abdd,vest,Vest,118,9,False,False
obj__money_register__1d315cd1,money register,Money Register,134,11,False,False
obj__rotting_wooden_fence__588da74f,rotting wooden fence,Rotting Wooden Fence,55,4,False,False
obj__stone_craving__55317b9f,stone craving,Stone Craving,28,2,False,False
obj__monkeys_hand__ee239361,monkeys hand,Monkeys Hand,12,1,False,False
obj__satchel__5bc2049d,satchel,Satchel,11,2,False,False
obj__coin_pouch__4644408c,coin pouch,Coin Pouch,63,5,False,True
obj__copper__e7e94d9e,copper,Copper,53,5,False,False
obj__cooking_instruments_of_every_type__0cef673b,cooking instruments of every type,Cooking Instruments Of Every Type,126,10,False,False
obj__ingredient__1a1ecbaa,ingredient,Ingredient,125,10,False,False
obj__serving_platter__1b7c5fca,serving platter,Serving Platter,88,7,False,False
obj__huge_oven__74f5e1a3,huge oven,Huge Oven,130,10,False,False
obj__cooking_instrument__a1eae697,cooking instrument,Cooking Instrument,130,10,False,False
obj__writing_desk__52656f52,writing desk,Writing Desk,57,5,False,False
obj__twig__5669b8e4,twig,Twig,1,1,False,False
obj__hymn_book__2c15b657,hymn book,Hymn Book,19,3,False,True
obj__clinging_vine__8870926e,clinging vine,Clinging Vine,28,2,False,False
obj__gavel__e9dd19c2,gavel,Gavel,1,1,False,False
obj__beer_keg__b675c54a,beer keg,Beer Keg,71,6,False,False
obj__terraced_cottage__c099cba3,terraced cottage,Terraced Cottage,126,9,False,False
obj__pickaxe__da352f90,pickaxe,Pickaxe,20,3,False,False
obj__sail_cloth__92e61c8b,sail cloth,Sail Cloth,92,10,False,False
obj__backpack__96982677,backpack,Backpack,8,2,False,False
obj__cane__0165801c,cane,Cane,13,1,False,False
obj__locket__e5a168f5,locket,Locket,1,1,False,False
obj__salt__ceb20772,salt,Salt,60,5,False,False
obj__small_stuffed_animal__bb9cadb6,small stuffed animal,Small Stuffed Animal,7,1,False,False
obj__coinpurse__52582964,coinpurse,Coinpurse,13,1,False,False
obj__pitcher_of_water__9efc18bd,pitcher of water,Pitcher Of Water,14,2,False,False
obj__trousers__1a637268,trousers,Trousers,3,1,False,False
obj__flute__2642b905,flute,Flute,2,2,False,False
obj__laundry__fd330c14,laundry,Laundry,23,2,False,False
obj__trowel__a16d79df,trowel,Trowel,99,8,False,False
obj__bowl_of_fruit__82f8a42b,bowl of fruit,Bowl Of Fruit,46,6,False,False
obj__charcoal__42133a3d,charcoal,Charcoal,5,2,False,False
obj__rope_belt__28ac2df4,rope belt,Rope Belt,1,1,False,False
obj__jeweled_comb__5d851964,jeweled comb,Jeweled Comb,1,1,False,False
obj__lush_tapestry__d6de28ef,lush tapestry,Lush Tapestry,102,8,False,False
obj__walking_stick__14cb1b7c,walking stick,Walking Stick,18,2,False,False
obj__huge_cast_iron_pot__ff3e0298,huge cast iron pot,Huge Cast Iron Pot,42,3,False,False
obj__piece_of_cheese__4d627716,piece of cheese,Piece Of Cheese,12,1,False,False
obj__google__c822c1b6,google,Google,3,1,False,False
obj__ball_and_chain__f1504bf7,ball and chain,Ball And Chain,7,1,False,False
obj__empty_coin_pouch__607b79c9,empty coin pouch,Empty Coin Pouch,9,3,False,True
obj__ritual_knife__afcda0df,ritual knife,Ritual Knife,4,1,False,True
obj__hairbrush__df3caeed,hairbrush,Hairbrush,2,2,False,False
obj__seeds__4c3712ef,seeds,Seeds,2,1,False,False
obj__firewood__63c596dc,firewood,Firewood,197,17,False,False
obj__small_sachel__fd3009ed,small sachel,Small Sachel,13,4,False,False
obj__cigar__5e5bc84c,cigar,Cigar,24,2,False,False
obj__ball__7a10ea1b,ball,Ball,147,15,False,False
obj__rum__6845b7dc,rum,Rum,4,1,False,False
obj__cross_pendent__15dba9e6,cross pendent,Cross Pendent,5,1,False,False
obj__stalagmites_rising_from_the_ground__2b44e510,stalagmites rising from the ground,Stalagmites Rising From The Ground,18,2,False,False
obj__knapsack__dba645eb,knapsack,Knapsack,2,1,False,False
obj__fishing_hook__043155ec,fishing hook,Fishing Hook,6,1,False,False
obj__lace_handkerchief__4b0ceede,lace handkerchief,Lace Handkerchief,3,2,False,False
obj__glittery_pointed_cap__290ac538,glittery pointed cap,Glittery Pointed Cap,1,1,False,False
obj__oil__c5af0543,oil,Oil,10,2,False,False
obj__sliding_panel__0763629c,sliding panel,Sliding Panel,29,3,False,False
obj__palette__5ca5a8d0,palette,Palette,4,1,False,False
obj__whip__9bbd1d39,whip,Whip,122,15,False,False
obj__pencil__a8f6830b,pencil,Pencil,2,1,False,False
obj__hankercheif_from_a_lady__350db706,hankercheif from a lady,Hankercheif From A Lady,2,1,False,False
obj__lute__44aefe1a,lute,Lute,8,1,False,False
obj__potato__8ee20279,potato,Potato,11,1,False,False
obj__fire_starting_item__82820a31,fire-starting item,Fire-Starting Item,13,1,False,False
obj__vestment__5e7ccc9c,vestment,Vestment,4,1,False,False
obj__spyglass__0a5d79f5,spyglass,Spyglass,1,1,False,False
obj__handkerchief__77643606,handkerchief,Handkerchief,7,3,False,False
obj__canteen__2c9e6c9d,canteen,Canteen,5,1,False,False
obj__doghouse__fef2a213,doghouse,Doghouse,72,7,False,False
obj__dead_mouse__71f28f4d,dead mouse,Dead Mouse,13,2,False,False
obj__cleaning_cloth__1af28ecb,cleaning cloth,Cleaning Cloth,8,1,False,False
obj__bug__ae0e4bda,bug,Bug,7,2,False,False
obj__berry__5076e333,berry,Berry,10,1,False,False
obj__traders_log__b3ecd7ba,traders log,Traders Log,9,1,False,False
obj__mighty_hammer__cda153d5,mighty hammer,Mighty Hammer,3,1,False,False
obj__lye_soap__d41a6136,lye soap,Lye Soap,5,1,False,False
obj__lillypad__da2814ff,lillypad,Lillypad,9,1,False,False
obj__boot__881cc415,boot,Boot,7,3,False,False
obj__sleeping_cap__568eedc8,sleeping cap,Sleeping Cap,6,1,False,False
obj__sandal__67071e9d,sandal,Sandal,1,1,False,False
obj__medallion__5d9d043a,medallion,Medallion,7,1,False,False
obj__pig_slop__4978f4ef,pig slop,Pig Slop,5,1,False,False
obj__sliverware__e607800b,sliverware,Sliverware,1,1,False,False
obj__toy__10016b6e,toy,Toy,102,9,False,False
obj__4_leaf_clover__977443fb,4 leaf clover,4 Leaf Clover,3,1,False,False
obj__leech__496b1789,leech,Leech,8,1,False,False
obj__ash__2852f697,ash,Ash,102,11,False,False
obj__rich__e7f4f8bd,rich,Rich,100,10,False,False
obj__benches__808a2c94,benches,Benches,245,18,False,False
obj__sconces__660577d0,sconces,Sconces,144,11,False,False
obj__orb__95cc0182,orb,Orb,4,1,False,False
obj__hall__5ab06702,hall,Hall,154,11,False,False
obj__old_sword__e6228bf4,old sword,Old Sword,84,6,False,True
obj__wyverns__7311bc38,wyverns,Wyverns,128,11,False,False
obj__remnants_of_campfires__b1a827d2,remnants of campfires,Remnants Of Campfires,56,4,False,False
obj__homeless__76d1f304,homeless,Homeless,113,9,False,False
obj__cot__97223fab,cot,Cot,132,11,False,False
obj__gravel__745106b0,gravel,Gravel,154,11,False,False
obj__cave__e386df9e,cave,Cave,283,21,False,False
obj__research__7412df2b,research,Research,133,11,False,False
obj__lab__f9664ea1,lab,Lab,133,11,False,False
obj__sink__f6e04117,sink,Sink,133,11,False,False
obj__supply__aaf9a7ad,supply,Supply,133,11,False,False
obj__refrigerator__945c0503,refrigerator,Refrigerator,133,11,False,False
obj__bed_pan__c06f3a0a,bed pan,Bed Pan,77,7,False,False
obj__ancient_armor__f5db6a94,ancient armor,Ancient Armor,92,10,False,True
obj__bodies__bcb43315,bodies,Bodies,125,11,False,False
obj__zombie__0eda241f,zombie,Zombie,130,11,False,False
obj__dusty_rug__73adb723,dusty rug,Dusty Rug,146,11,False,False
obj__club__95cc6b4a,club,Club,42,3,False,False
obj__cage__9f1f78a3,cage,Cage,255,20,False,False
obj__wooden_door__83ffb289,wooden door,Wooden Door,141,11,False,False
obj__heavy_lock__8a70c747,heavy lock,Heavy Lock,129,11,False,False
obj__scythe__59811bb3,scythe,Scythe,43,4,False,False
obj__green_grass__3e98017a,green grass,Green Grass,147,11,False,False
obj__pad__4dca00da,pad,Pad,134,11,False,False
obj__drainage_pipe__605eca48,drainage pipe,Drainage Pipe,134,11,False,False
obj__relic_armor__a370269a,relic armor,Relic Armor,74,7,False,True
obj__moldy__5a0b281e,moldy,Moldy,130,11,False,False
obj__gangrene__6ea67f52,gangrene,Gangrene,130,11,False,False
obj__death__2e8d6dbf,death,Death,130,11,False,False
obj__decay__63faabca,decay,Decay,130,11,False,False
obj__rot__0d3d238b,rot,Rot,130,11,False,False
obj__flame__599dd3c7,flame,Flame,272,22,False,False
obj__tankard__cd3296ec,tankard,Tankard,71,6,False,False
obj__cloud_storm_sink__d7c0460d,cloud storm sink,Cloud Storm Sink,43,4,False,False
obj__darts__b1f965d0,darts,Darts,41,6,False,False
obj__bouzoukis__b45a7b37,bouzoukis,Bouzoukis,131,11,False,False
obj__harp__8af0537e,harp,Harp,99,11,False,False
obj__guitars__6bbeb91a,guitars,Guitars,86,7,False,False
obj__store__8cd892b7,store,Store,142,11,False,False
obj__business__f5d7e253,business,Business,142,11,False,False
obj__lyre__7816a2cc,lyre,Lyre,132,11,False,False
obj__discarded_sword__52bb1572,discarded sword,Discarded Sword,42,6,False,True
obj__walls__ed0aa594,walls,Walls,153,11,False,False
obj__splinter__1f74df58,splinter,Splinter,137,11,False,False
obj__diary__23eee8e9,diary,Diary,66,8,False,False
obj__thick_blue_ice__9c619e4a,thick blue ice,Thick Blue Ice,141,11,False,False
obj__swamp_flower__2b6ec6d6,swamp flower,Swamp Flower,65,6,False,False
obj__soul__765ae843,soul,Soul,260,19,False,False
obj__tunnel__13621569,tunnel,Tunnel,140,10,False,False
obj__tooth__28b26be5,tooth,Tooth,170,15,False,False
obj__small_child__7d4cd6e7,small child,Small Child,9,1,False,False
obj__structure__07414f4e,structure,Structure,142,11,False,False
obj__straps__1412cf4c,straps,Straps,141,11,False,False
obj__molten_magma__34b3f454,molten magma,Molten Magma,154,11,False,False
obj__black_rock__84ccec02,black rock,Black Rock,113,11,False,False
obj__illustration__5b193832,illustration,Illustration,141,11,False,False
obj__uncomfortable_bed__af4f843a,uncomfortable bed,Uncomfortable Bed,141,11,False,False
obj__small_table_with_a_candle__4e910ddc,small table with a candle,Small Table With A Candle,141,11,False,False
obj__stars__a5df375d,stars,Stars,56,4,False,False
obj__abode__9d72aa55,abode,Abode,154,11,False,False
obj__stream__f7b44cfa,stream,Stream,140,11,False,False
obj__forest__f379cfd7,forest,Forest,141,11,False,False
obj__emblem__77950b6e,emblem,Emblem,135,11,False,False
obj__crest__79cb0897,crest,Crest,135,11,False,False
obj__arena__f2f645b7,arena,Arena,135,11,False,False
obj__hooks__4e819c83,hooks,Hooks,114,9,False,False
obj__seaweed__a7ef14cb,seaweed,Seaweed,93,9,False,False
obj__hoe__30403192,hoe,Hoe,102,9,False,False
obj__dull_brown_boxy_looking_building__aadf9131,dull brown boxy looking building,Dull Brown Boxy Looking Building,146,11,False,False
obj__golden_dragon_egg__6846cb0a,golden dragon egg,Golden Dragon Egg,77,7,False,False
obj__red_awning_proclaiming_dragon_lift_in_golden_script__a15a675b,red awning proclaiming dragon lift in golden script,Red Awning Proclaiming Dragon Lift In Golden Script,146,11,False,False
obj__drink__0b18a3d7,drink,Drink,216,17,False,False
obj__globe__78f91519,globe,Globe,117,10,False,False
obj__dusty_books_and_scrolls__cb667a6d,dusty books and scrolls,Dusty Books And Scrolls,87,7,False,False
obj__tables__9ab2ec7e,tables,Tables,140,10,False,False
obj__telescope__8833f74b,telescope,Telescope,167,13,False,False
obj__recesses__617c7fa1,recesses,Recesses,141,11,False,False
obj__heavy_cloth__64889bf5,heavy cloth,Heavy Cloth,139,11,False,False
obj__round_stone_table__1333dff7,round stone table,Round Stone Table,141,11,False,False
obj__lab_equipment__f6a8cb3e,lab equipment,Lab Equipment,127,11,False,False
obj__objects__5891da2d,objects,Objects,136,11,False,False
obj__observatory__c9554bf9,observatory,Observatory,140,10,False,False
obj__wares__972cdfe4,wares,Wares,211,20,False,False
obj__old_wooden_table__6f335200,old wooden table,Old Wooden Table,140,10,False,False
obj__roaring_fire__892887c0,roaring fire,Roaring Fire,140,10,False,False
obj__animal_skin__e5a9a106,animal skin,Animal Skin,109,10,False,False
obj__lounges__4637f349,lounges,Lounges,127,10,False,False
obj__pottery__7c584bb5,pottery,Pottery,128,10,False,False
obj__teapot__4b562406,teapot,Teapot,104,10,False,False
obj__brazier__b353146f,brazier,Brazier,129,10,False,False
obj__snow__2b93fbdf,snow,Snow,140,10,False,False
obj__ice__7bdff765,ice,Ice,124,10,False,False
obj__campsite__d5519060,campsite,Campsite,84,6,False,False
obj__bones__775f1728,bones,Bones,216,19,False,False
obj__oak_table__81b0e618,oak table,Oak Table,117,9,False,False
obj__history__3cd15f8f,history,History,114,10,False,False
obj__magelight__6d10a5b6,magelight,Magelight,111,10,False,False
obj__spellbook__c89d3140,spellbook,Spellbook,122,17,False,False
obj__round_table__72997723,round table,Round Table,114,10,False,False
obj__leaves__79f7d2ef,leaves,Leaves,217,20,False,False
obj__marble__550a6aee,marble,Marble,111,10,False,False
obj__rusted_helmet__8c9552d2,rusted helmet,Rusted Helmet,87,7,False,False
obj__rocky_cliffs__b3e507b3,rocky cliffs,Rocky Cliffs,127,10,False,False
obj__wizard_book__691ba511,wizard book,Wizard Book,30,4,False,True
obj__portal_for_evil_to_access__62dfb833,portal for evil to access,Portal For Evil To Access,127,10,False,False
obj__cells__5c203840,cells,Cells,127,10,False,False
obj__secret__5ebe2294,secret,Secret,127,10,False,False
obj__dome__1b71c8e9,dome,Dome,140,10,False,False
obj__cone__29d6fc96,cone,Cone,62,5,False,False
obj__hollowed_out_tree__ef7871d3,hollowed out tree,Hollowed Out Tree,122,9,False,False
obj__pile__8b66e7d5,pile,Pile,103,9,False,False
obj__document__fdc3bdef,document,Document,106,10,False,False
obj__web__2567a5ec,web,Web,198,16,False,False
obj__journal__fb9141b4,journal,Journal,99,10,False,False
obj__concrete__00ecf6d0,concrete,Concrete,127,10,False,False
obj__wedding_ring__de6b3bbf,wedding ring,Wedding Ring,60,7,False,True
obj__glade__698e4cf3,glade,Glade,140,10,False,False
obj__news_of_the_kingdom__23cd6a61,news of the kingdom,News Of The Kingdom,130,10,False,False
obj__market_stand__bd0be1af,market stand,Market Stand,130,10,False,False
obj__dry_dock__87fd700b,dry dock,Dry Dock,139,10,False,False
obj__scuba_gear__a6a50cd8,scuba gear,Scuba Gear,23,3,False,False
obj__trident__47cb44be,trident,Trident,86,11,False,False
obj__item__447b7147,item,Item,121,10,False,False
obj__coral_pearl_and_seashells__4503e83c,coral pearl and seashells,Coral Pearl And Seashells,127,10,False,False
obj__dye__778c378f,dye,Dye,120,10,False,False
obj__golden_crown__168ced79,golden crown,Golden Crown,22,3,False,True
obj__paint__c1940aee,paint,Paint,114,9,False,False
obj__pedestal__2cc296f8,pedestal,Pedestal,110,9,False,False
obj__morsel__fe36f5da,morsel,Morsel,97,10,False,False
obj__knitted_rug__89a4c149,knitted rug,Knitted Rug,52,5,False,False
obj__frames__dcdc1ac0,frames,Frames,127,10,False,False
obj__old_fire_pit__2d7b6e07,old fire pit,Old Fire Pit,85,7,False,False
obj__pit_of_quicksand__e152dbcb,pit of quicksand,Pit Of Quicksand,42,3,False,False
obj__potion_supplies__d0bf5c39,potion supplies,Potion Supplies,109,8,False,True
obj__stairs__3db0e01f,stairs,Stairs,70,5,False,False
obj__dragon_crescent__e7b0728e,dragon crescent,Dragon Crescent,77,7,False,False
obj__jukebox__2c2c8ebb,jukebox,Jukebox,75,6,False,False
obj__fire_stoker__3a710bdd,fire stoker,Fire Stoker,36,5,False,False
obj__jewels__6d50d149,jewels,Jewels,77,9,False,True
obj__sorcerer_s_orb__4e7d83fc,sorcerer's orb,Sorcerer'S Orb,40,6,False,False
obj__advertisement__f3334ac9,advertisement,Advertisement,98,7,False,False
obj__mysterious_tent__5e7d16a5,mysterious tent,Mysterious Tent,14,1,False,False
obj__mystical_booth__6d4900b2,mystical booth,Mystical Booth,44,4,False,False
obj__king_s_crown__688725c1,king's crown,King'S Crown,62,7,False,True
obj__rocking_chair__b3395e60,rocking chair,Rocking Chair,71,6,False,False
obj__wooden_wardrobe__cea8d755,wooden wardrobe,Wooden Wardrobe,29,3,False,False
obj__dead_king_s_crown__04effd1b,dead king's crown,Dead King'S Crown,54,4,False,True
obj__litter__69091668,litter,Litter,33,3,False,False
obj__sedimentary_rock__08e4b3e8,sedimentary rock,Sedimentary Rock,85,7,False,False
obj__stain__59f9211b,stain,Stain,71,6,False,False
obj__shops__54299698,shops,Shops,84,6,False,False
obj__igneous_rock__9596b7ed,igneous rock,Igneous Rock,81,6,False,False
obj__grass_blade__264db411,grass blade,Grass Blade,56,4,False,False
obj__wood_polish__0f615677,wood polish,Wood Polish,3,1,False,False
obj__feather_duster__71655960,feather duster,Feather Duster,3,2,False,False
obj__barrel_of_rocks__0fc5368e,barrel of rocks,Barrel Of Rocks,5,1,False,False
obj__kit__ffa044f5,kit,Kit,11,1,False,False
obj__barstool__e9975ab4,barstool,Barstool,28,2,False,False
obj__human_arm__73f9f370,human arm,Human Arm,12,1,False,False
obj__bag_of_shells__7db78740,bag of shells,Bag Of Shells,2,1,False,False
obj__bread__dba7b12a,bread,Bread,1,1,False,False
obj__satchel_fox_pelts__bfe9a1bd,satchel fox pelts,Satchel Fox Pelts,5,1,False,False
obj__book_of_legal_history__c53d8739,book of legal history,Book Of Legal History,3,1,False,True
